De	B-TEMPO_TEMPO_CALEND_INTERVALO
vais	O
ver	O
que	O
,	O
um	B-TEMPO_TEMPO_CALEND_DATA
dia	I-TEMPO_TEMPO_CALEND_DATA
destes	O
,	O
o	O
PPM	O
faz	O
um	O
post	O
sobre	O
ti	B-OBRA_REPRODUZIDA_MUSICA
no	O
31	O
da	O
Armada	O
»	O
,	O
foram	O
as	O
palavras	O
exactas	O
dele.	O
«Tinha	O
razão	O
,	O
Herman	O
»	O
,	O
disse-lhe	O
eu	O
agora.	O
Há	O
,	O
no	O
meio	O
disto	O
tudo	O
,	O
um	O
pormenor	O
que	O
pode	O
intrigar	O
o	O
leitor.	O
Se	O
eu	O
já	O
interpretei	O
tantas	O
personagens	O
apalermadas	O
e	O
de	O
discurso	O
incoerente	O
,	O
porque	O
é	O
que	O
o	O
PPM	O
só	O
se	O
sentiu	O
retratado	O
agora	O
?	O
Boa	O
pergunta	O
,	O
leitor.	O
Vagamente	O
insultuosa	O
,	O
mas	O
boa.	O
Eu	O
respondo	O
:	O
por	O
duas	O
razões.	O
Primeiro	O
,	O
porque	O
quando	O
eu	O
disse	O
que	O
a	O
RTP	O
e	O
o	O
Provedor	O
não	O
nos	O
tinham	O
pressionado	O
,	O
a	O
jornalista	O
tirou	O
conclusões	O
que	O
não	O
são	O
as	O
minhas.	O
Segundo	O
,	O
porque	O
a	O
crítica	O
do	O
PPM	O
segue	O
,	O
digamos	O
,	O
a	O
mesma	O
matriz	O
ideológica	O
que	O
o	O
pequeno	O
poder	O
(	O
e	O
,	O
às	O
vezes	O
,	O
não	O
tão	O
pequeno	O
como	O
isso	O
)	O
perfilha.	O
Aliás	O
,	O
a	O
crítica	O
do	O
PPM	O
não	O
é	O
nova	O
,	O
nem	O
é	O
só	O
dele.	O
Já	O
tinha	O
sido	O
usada	O
para	O
pedir	O
a	O
nossa	O
imparcialidade	O
em	O
relação	O
a	O
Salazar	O
e	O
Cunhal	O
.	O
Ou	O
em	O
relação	O
a	O
Pinto	O
da	O
Costa	O
e	O
Luís	O
Filipe	O
Vieira	O
.	O
Ou	O
em	O
relação	O
à	O
Floribella	O
e	O
à	O
Doce	O
Fugitiva	O
.	O
Mas	O
dizem-me	O
que	O
é	O
intelectualmente	O
desonesto	O
falar	O
nisto.	O
Parece	O
que	O
o	O
que	O
é	O
intelectualmente	O
honesto	O
é	O
dizer	O
que	O
um	O
programa	O
humorístico	O
de	O
sátira	O
social	O
e	O
política	O
deve	O
ser	O
imparcial	O
(	O
argumento	O
espantoso	O
)	O
.	O
Ou	O
dizer	O
que	O
criticar	O
o	O
prof.	O
Marcelo	O
é	O
fazer	O
campanha	O
pelo	O
Sim	O
.	O
O	O
próprio	O
prof.	O
Marcelo	O
diz	O
que	O
foi	O
criticado	O
por	O
muitos	O
defensores	O
do	O
Não	O
o	O
que	O
só	O
pode	O
significar	O
que	O
,	O
pelos	B-TEMPO_TEMPO_CALEND_DATA
vistos	O
,	O
há	O
gente	O
do	O
Não	O
a	O
fazer	O
campanha	O
pelo	O
Sim	O
.	O
PPM	O
,	O
referindo-se	O
ao	O
sketch	O
sobre	O
o	O
prof.	O
Marcelo	O
,	O
diz	O
que	O
,	O
«em	O
plena	O
campanha	O
eleitoral»	O
quisemos	O
´ridicularizar	O
os	O
argumentos	O
de	O
um	O
dos	O
lados	O
em	O
confronto	O
no	O
referendo».	O
Primeiro	O
,	O
o	O
prof.	O
Marcelo	O
não	O
representa	O
o	O
Não	O
.	O
Ele	O
mesmo	O
,	O
aliás	O
,	O
afirma	O
que	O
há	O
vários	O
Nãos	O
.	O
Segundo	O
,	O
a	O
nossa	O
rábula	O
sobre	O
o	O
prof.	O
Marcelo	O
foi	O
transmitida	O
no	O
domingo	B-TEMPO_TEMPO_CALEND_INTERVALO
,	O
dia	O
28	O
de	B-TEMPO_TEMPO_CALEND_DATA
Janeiro	I-TEMPO_TEMPO_CALEND_DATA
.	O
A	O
campanha	O
começou	O
na	O
terça-feira	B-TEMPO_TEMPO_CALEND_DATA
,	O
dia	O
30	O
.	O
Dizer	O
que	O
fizemos	O
o	O
sketch	O
«em	O
plena	O
campanha	O
eleitoral»	O
é	O
,	O
portanto	O
,	O
uma	O
...	O
Bom	B-OBRA_REPRODUZIDA_FILME
,	O
parece-me	O
que	O
não	O
há	O
maneira	O
delicada	O
de	O
o	O
dizer	O
:	O
é	O
mentira.	O
Não	O
posso	O
deixar	O
de	O
fazer	O
referência	O
às	B-TEMPO_TEMPO_CALEND_HORA
últimas	B-TEMPO_TEMPO_CALEND_DATA
palavras	O
de	O
PPM	O
,	O
que	O
me	O
parecem	O
interessantes	O
:	O
«	O
Ricardo	O
Araújo	O
Pereira	O
pode	O
dizer	O
que	O
não	O
me	O
conhece	O
de	O
lado	O
nenhum	O
,	O
como	O
disse	O
ao	O
24	B-TEMPO_TEMPO_CALEND_DATA
Horas	O
.	O
Pode	O
,	O
mas	O
estará	O
a	O
faltar	O
à	O
verdade	O
se	O
o	O
repetir	O
em	O
relação	O
ao	B-TEMPO_TEMPO_CALEND_DATA
Rodrigo	O
Moita	O
de	O
Deus	O
.»	O
Quero	O
agradecer	O
,	O
penhorado	O
,	O
que	O
PPM	O
me	O
autorize	O
a	O
dizer	O
o	O
que	O
eu	O
disse.	O
Já	O
é	O
mais	O
do	O
que	O
costuma	O
fazer	O
,	O
e	O
registo	O
a	O
evolução	O
democrática.	O
Agradeço	O
ainda	O
mais	O
que	O
me	O
ponha	O
de	O
sobreaviso	O
em	O
relação	O
à	O
veracidade	O
do	O
que	O
eu	O
não	O
disse	O
mas	O
,	O
por	O
uma	O
razão	O
que	O
neste	B-TEMPO_TEMPO_CALEND_DATA
momento	I-TEMPO_TEMPO_CALEND_DATA
me	O
escapa	O
,	O
poderei	O
vir	O
a	O
dizer.	O
Uma	O
nota	O
final	O
:	O
estou	O
muito	O
habituado	O
às	B-TEMPO_TEMPO_CALEND_HORA
críticas	O
do	O
PPM	O
,	O
que	O
têm	O
,	O
aliás	O
,	O
sempre	O
o	O
mesmo	B-TEMPO_TEMPO_CALEND_DATA
sentido.	O
Normalmente	O
,	O
comento-as	O
aqui	O
mesmo.	O
Na	O
televisão	O
e	O
na	O
imprensa	O
,	O
costumo	O
satirizar	O
gente	O
que	O
a	O
generalidade	O
do	O
público	O
conhece	O
,	O
e	O
que	O
diz	O
coisas	O
ridículas.	O
Enquanto	O
o	O
PPM	O
continuar	O
a	O
preencher	O
apenas	O
um	O
destes	O
requisitos	O
,	O
pela	O
minha	O
parte	O
também	O
continuarei	O
a	O
responder-lhe	O
apenas	O
aqui	O
no	O
blog.	O
Por	O
isso	O
,	O
e	O
para	O
evitar	O
confusões	O
futuras	O
,	O
gostava	O
de	O
sublinhar	O
o	O
seguinte	O
:	O
se	O
,	O
um	B-TEMPO_TEMPO_CALEND_DATA
dia	I-TEMPO_TEMPO_CALEND_DATA
,	O
eu	O
interpretar	O
uma	O
personagem	O
megalómana	O
,	O
moralista	O
e	O
que	O
mente	O
para	O
fazer	O
valer	O
os	O
seus	O
argumentos	O
,	O
o	O
mais	O
provável	O
é	O
que	O
eu	O
não	O
esteja	O
a	O
satirizar	O
o	O
PPM	O
.	O
Há	O
mais	O
Marias	O
na	O
Terra	B-LOCAL_HUMANO_REGIAO
.	O
RAP	O
Prioridades	O
1.	O
Revisão	O
do	O
mecanismo	O
comunitário	O
de	O
protecção	O
civil	O
Desde	O
2005	B-TEMPO_TEMPO_CALEND_DATA
,	O
na	O
sequência	O
de	O
uma	O
proposta	O
da	O
Comissão	O
Europeia	O
,	O
o	O
Mecanismo	O
Comunitário	O
de	O
Protecção	O
Civil	O
foi	O
alvo	O
de	O
uma	O
profunda	O
revisão	O
,	O
a	O
qual	O
decorre	O
também	O
do	O
enquadramento	O
motivado	O
pelo	O
novo	O
Instrumento	O
Financeiro	O
para	O
a	O
Protecção	O
Civil	O
recentemente	O
aprovado.	O
O	O
acordo	O
político	O
quanto	O
à	O
revisão	O
foi	O
obtido	O
durante	O
a	O
Presidência	O
Alemã	O
,	O
tendo	O
cabido	O
a	O
Portugal	O
concluir	O
o	O
processo	O
de	O
revisão.	O
Com	O
a	O
adopção	O
da	O
revisão	O
do	O
Mecanismo	O
no	O
Conselho	O
de	O
Justiça	O
e	O
Assuntos	O
Internos	O
de	O
8	B-TEMPO_TEMPO_CALEND_DATA
de	I-TEMPO_TEMPO_CALEND_DATA
Novembro	B-TEMPO_TEMPO_CALEND_INTERVALO
,	O
este	B-TEMPO_TEMPO_CALEND_DATA
processo	O
ficou	O
concluído	O
,	O
passando	O
a	O
União	B-LOCAL_HUMANO_PAIS
a	O
ficar	O
dotado	O
de	O
um	O
Mecanismo	O
mais	O
expedito	O
para	O
resposta	O
a	O
emergências	O
graves.	O
As	O
principais	O
novidades	O
do	O
Mecanismo	O
são	O
a	O
clarificação	O
de	O
competências	O
entre	O
a	O
Comissão	O
e	O
a	O
Presidência	O
no	O
quadro	O
de	O
intervenções	O
em	O
países	O
terceiros	O
,	O
a	O
existência	O
de	O
competências	O
comunitárias	O
ao	O
nível	O
do	O
transporte	O
e	O
a	O
criação	O
,	O
numa	O
base	O
voluntária	O
,	O
de	O
módulos	O
de	O
protecção	O
civil.	O
2.	O
Sistemas	O
de	O
Alerta	O
Precoce	O
A	O
necessidade	O
de	O
melhorar	O
os	O
actuais	O
ou	O
de	O
estabelecer	O
novos	O
Sistemas	O
de	O
Alerta	O
Precoce	O
na	O
União	O
Europeia	O
foi	O
reconhecida	O
pelo	O
Conselho	O
em	O
diversas	O
ocasiões	O
.	O
Em	O
particular	O
,	O
o	O
Conselho	O
adoptou	O
,	O
em	B-TEMPO_TEMPO_CALEND_DATA
2005	I-TEMPO_TEMPO_CALEND_DATA
,	O
o	O
Programa	O
de	O
Acção	B-TEMPO_TEMPO_CALEND_DATA
para	O
Tsunamis	O
e	O
afirmou	O
que	O
«A	O
Comissão	O
é	O
convidada	O
a	O
fazer	O
propostas	O
[	O
envolvendo	O
]	O
a	O
criação	O
de	O
um	O
sistema	O
de	O
detecção	O
e	O
alerta	O
precoce	O
(	O
...	O
)	O
para	O
o	O
Mediterrâneo	O
e	O
o	O
Atlântico	B-LOCAL_FISICO_AGUAMASSA
».	O
Mais	B-TEMPO_TEMPO_CALEND_DATA
recentemente	O
,	O
o	O
Instrumento	O
Financeiro	O
para	O
a	O
Protecção	O
Civil	O
definiu	O
que	O
a	O
criação	O
de	O
um	O
sistema	O
de	O
detecção	O
e	O
alerta	O
precoce	O
é	O
elegível	O
para	O
assistência	O
financeira	O
através	O
de	O
acções	O
como	O
estudos	O
,	O
avaliações	O
e	O
estabelecimento	O
de	O
interligações.	O
Para	O
contribuir	O
para	O
este	B-TEMPO_TEMPO_CALEND_DATA
debate	O
,	O
a	O
ANPC	O
realizou	O
,	O
de	O
15	O
a	O
18	B-TEMPO_TEMPO_CALEND_DATA
de	I-TEMPO_TEMPO_CALEND_DATA
Julho	I-TEMPO_TEMPO_CALEND_DATA
,	O
em	O
Albufeira	O
,	O
um	O
seminário	O
sobre	O
Sistemas	O
de	O
Alerta	O
Precoce	O
,	O
o	O
qual	O
reuniu	O
cerca	O
de	O
120	O
especialistas	O
da	O
maior	O
parte	O
dos	O
Estados-Membros	O
e	O
no	O
qual	O
se	O
procurou	O
:	O
-	O
discutir	O
o	O
estado	O
da	O
arte	O
quanto	O
a	O
sistemas	O
de	O
alerta	O
;	O
-	O
identificar	O
lacunas	O
existentes	O
no	O
espaço	O
da	O
União	O
Europeia	O
(	O
ex	O
:	O
sistema	O
de	O
alerta	O
precoce	O
para	O
tsunamis	O
)	O
e	O
delinear	O
as	O
bases	O
para	O
um	O
Plano	O
de	O
Acção	B-TEMPO_TEMPO_CALEND_DATA
destinado	O
a	O
suprir	O
as	O
lacunas	O
identificadas	O
;	O
-	O
debater	O
assuntos	O
transversais	O
,	O
tais	O
como	O
o	O
desenvolvimento	O
de	O
directrizes	O
para	O
o	O
estabelecimento	O
de	O
sinais	O
comuns	O
de	O
alerta	O
a	O
nível	O
europeu.	O
Com	O
base	O
nas	O
conclusões	O
do	O
seminário	O
e	O
nos	O
resultados	O
dos	O
trabalhos	O
desenvolvidos	O
pela	O
Comissão	O
,	O
ao	O
nível	O
de	O
grupo	O
de	O
peritos	O
,	O
foi	O
possível	O
obter	O
acordo	O
sobre	O
dois	O
documentos	O
de	O
Conclusões	O
do	O
Conselho	O
adoptados	O
no	O
Conselho	O
JAI	O
de	O
5/6	O
de	B-TEMPO_TEMPO_CALEND_DATA
Dezembro	I-TEMPO_TEMPO_CALEND_DATA
.	O
Um	O
desses	O
documentos	O
(	O
Conclusões	O
do	O
Conselho	O
sobre	O
o	O
desenvolvimento	O
e	O
estabelecimento	O
de	O
sistemas	O
de	O
alerta	O
precoce	O
na	O
UE	B-LOCAL_HUMANO_PAIS
)	O
segue	O
uma	O
abordagem	O
global	O
multi-riscos	O
,	O
enquanto	O
o	O
outro	O
(	O
Conclusões	O
do	O
Conselho	O
sobre	O
o	O
desenvolvimento	O
de	O
um	O
sistema	O
de	O
alerta	O
precoce	O
para	O
tsunamis	O
no	O
Atlântico	B-LOCAL_FISICO_AGUAMASSA
Nordeste	B-LOCAL_HUMANO_REGIAO
e	O
no	O
Mediterrâneo	O
)	O
direcciona	O
as	O
atenções	O
para	O
o	O
risco	O
de	O
tsunamis.	O
Ambos	O
os	O
documentos	O
contêm	O
diversas	O
propostas	O
de	O
actuação	O
futura	O
por	O
parte	O
da	O
Comissão	O
e	O
dos	O
Estados-Membros	O
.	O
3.	O
Cooperação	O
com	O
Países	B-LOCAL_HUMANO_PAIS
do	O
Mediterrâneo	O
Sul	O
No	O
campo	O
da	O
Protecção	O
Civil	O
,	O
UE	O
e	O
África	B-LOCAL_HUMANO_PAIS
partilham	O
uma	O
série	O
de	O
preocupações	O
e	O
riscos	O
comuns	O
,	O
maioritariamente	O
na	O
região	O
Euro-Mediterrânica	O
.	O
Estes	O
riscos	O
estão	O
particularmente	O
relacionados	O
com	O
os	O
incêndios	O
florestais	O
,	O
sismos	O
e	O
tsunamis	O
,	O
acidentes	O
químicos	O
e	O
,	O
também	O
,	O
ameaças	O
terroristas.	O
Por	O
outro	O
lado	O
,	O
é	O
também	O
importante	O
sublinhar	O
o	O
facto	O
de	O
que	O
o	O
Mecanismo	O
Comunitário	O
de	O
Protecção	O
Civil	O
já	O
interveio	O
por	O
diversas	O
vezes	O
nesta	O
região	O
(	O
ex	O
:	O
sismos	O
da	O
Argélia	B-LOCAL_HUMANO_PAIS
e	O
de	O
Marrocos	B-LOCAL_HUMANO_PAIS
)	O
e	O
diversos	O
Estados-Membros	O
mantêm	O
acordos	O
bilaterais	O
de	O
cooperação	O
com	O
os	O
Países	B-LOCAL_HUMANO_PAIS
do	O
Mediterrâneo	O
Sul	O
,	O
que	O
conduziram	O
a	O
missões	O
de	O
assistência	O
mútua	O
durante	O
emergências	O
passadas.	O
Existe	O
,	O
pois	O
,	O
espaço	O
mais	O
do	O
que	O
suficiente	O
e	O
vontade	O
comum	O
para	O
uma	O
cooperação	O
mais	O
profunda	O
e	O
forte	O
entre	O
a	O
UE	O
e	O
África	B-LOCAL_HUMANO_DIVISAO
no	O
campo	O
da	O
protecção	O
civil	O
,	O
nomeadamente	O
com	O
os	O
parceiros	O
do	O
Mediterrâneo	O
.	O
Assim	O
,	O
pretendeu-se	O
reforçar	O
a	O
cooperação	O
com	O
os	O
países	O
do	O
Mediterrâneo	O
Sul	O
,	O
através	O
de	O
acções	O
tais	O
como	O
a	O
partilha	O
de	O
boas	O
práticas	O
e	O
informação	O
sobre	O
riscos	O
comuns	O
,	O
cooperação	O
nos	O
sistemas	O
de	O
alerta	O
precoce	O
ou	O
exercícios	O
conjuntos.	O
De	B-TEMPO_TEMPO_CALEND_INTERVALO
forma	O
a	O
permitir	O
uma	O
mais	O
abrangente	O
troca	O
de	O
pontos	O
de	O
vista	O
neste	O
campo	O
,	O
realizou-se	O
no	B-TEMPO_TEMPO_CALEND_DATA
dia	I-TEMPO_TEMPO_CALEND_DATA
24	I-TEMPO_TEMPO_CALEND_DATA
de	I-TEMPO_TEMPO_CALEND_DATA
Outubro	I-TEMPO_TEMPO_CALEND_DATA
,	O
no	O
Porto	B-LOCAL_HUMANO_DIVISAO
,	O
uma	O
reunião	O
informal	O
entre	O
os	O
Directores-Gerais	O
de	O
Protecção	O
Civil	O
dos	O
Países	B-LOCAL_HUMANO_PAIS
do	O
Mediterrâneo	O
e	O
os	O
Directores-Gerais	O
de	O
Protecção	O
Civil	O
da	O
União	O
Europeia	O
.	O
Essa	O
reunião	O
permitiu	O
concluir	O
da	O
existência	O
de	O
abertura	O
para	O
um	O
trabalho	O
comum	O
futuro	O
,	O
o	O
qual	O
,	O
numa	O
primeira	O
fase	O
,	O
deverá	O
estar	O
integrado	O
do	O
Programa	O
para	O
a	O
Prevenção	O
e	O
Redução	O
de	O
Desastres	O
do	O
Projecto	O
Euromed	O
e	O
,	O
numa	O
segunda	O
fase	O
,	O
deverá	O
visar	O
a	O
inclusão	O
de	O
países	O
do	O
Mediterrâneo	O
no	O
Mecanismo	O
Comunitário	O
de	O
Protecção	O
Civil	O
.	O
4.	O
Consenso	O
Europeu	O
sobre	O
Ajuda	B-LOCAL_HUMANO_DIVISAO
Humanitária	O
Na	O
sequência	O
de	O
uma	O
Comunicação	O
da	O
Comissão	O
,	O
o	O
Conselho	O
discutiu	O
,	O
no	O
seu	O
grupo	O
de	O
Trabalho	O
de	O
Cooperação	O
e	O
Desenvolvimento	O
(	O
CODEV	O
)	O
uma	O
proposta	O
de	O
Consenso	O
Europeu	O
sobre	O
Ajuda	B-LOCAL_HUMANO_DIVISAO
Humanitária	O
.	O
Tal	O
documento	O
contém	O
referências	O
à	O
actuação	O
da	O
protecção	O
civil	O
nos	O
contextos	O
de	O
crises	O
humanitárias	O
,	O
pelo	O
que	O
foi	O
também	O
discutido	O
no	O
Grupo	O
de	O
Trabalho	O
PROCIV	O
,	O
tendo	O
sido	O
produzido	O
um	O
aconselhamento	O
em	B-TEMPO_TEMPO_CALEND_DATA
Julho	I-TEMPO_TEMPO_CALEND_DATA
.	O
Após	O
intensas	O
negociações	O
,	O
o	O
Consenso	O
Europeu	O
foi	O
adoptado	O
pelo	O
CAGRE	O
em	B-TEMPO_TEMPO_CALEND_DATA
20	I-TEMPO_TEMPO_CALEND_DATA
de	I-TEMPO_TEMPO_CALEND_DATA
Novembro	B-TEMPO_TEMPO_CALEND_INTERVALO
,	O
tendo-se	O
conseguido	O
que	O
,	O
na	O
sua	O
versão	O
final	O
,	O
o	O
Consenso	O
não	O
imponha	O
limitações	O
ao	O
uso	O
de	O
recursos	O
de	O
protecção	O
civil	O
nos	O
cenários	O
de	O
desastres	O
naturais	O
,	O
tecnológicos	O
e	O
ambientais	O
em	O
tempo	O
de	O
paz.	O
No	O
entanto	O
,	O
para	O
situações	O
de	O
emergências	O
complexas	O
(	O
conflitos	O
ou	O
situações	O
de	O
fragilidade	O
)	O
o	O
uso	O
de	O
meios	O
de	O
protecção	O
civil	O
acabou	O
por	O
ser	O
considerado	O
como	O
excepcional.	O
5.	O
Revisão	O
das	O
Directrizes	O
de	O
Oslo	O
As	O
Directrizes	O
de	O
Oslo	O
são	O
um	O
documento	O
das	O
Nações	O
Unidas	O
,	O
destinado	O
a	O
orientar	O
o	O
uso	O
de	O
meios	O
militares	O
e	O
da	O
defesa	O
civil	O
nos	O
cenários	O
de	O
emergências	O
naturais	O
,	O
tecnológicas	O
ou	O
ambientais	O
em	O
tempo	O
de	O
paz.	O
Aquando	O
da	O
última	B-TEMPO_TEMPO_CALEND_DATA
revisão	O
destas	O
directrizes	O
,	O
em	B-TEMPO_TEMPO_CALEND_DATA
2006	I-TEMPO_TEMPO_CALEND_DATA
,	O
os	O
recursos	O
de	O
protecção	O
civil	O
foram	O
englobados	O
no	B-TEMPO_TEMPO_CALEND_DATA
mesmo	I-TEMPO_TEMPO_CALEND_DATA
grupo	O
dos	O
recursos	O
militares	O
,	O
implicando	O
que	O
apenas	O
poderiam	O
ser	O
utilizados	O
como	O
«último	O
recurso»	O
,	O
após	O
esgotamento	O
de	O
outras	O
alternativas	O
civis.	O
Conscientes	O
de	O
que	O
tal	O
regra	O
contradiria	O
o	O
princípio	O
básico	O
de	O
actuação	O
da	O
protecção	O
civil	O
(	O
resposta	O
rápida	O
e	O
imediata	O
após	O
uma	O
emergência	O
)	O
,	O
os	O
Estados-Membros	O
e	O
a	O
Comissão	O
Europeia	O
desenvolveram	O
diversas	O
diligências	O
procurando	O
obter	O
uma	O
clarificação/revisão	O
de	O
tais	O
Directrizes	O
junto	O
da	O
UN/OCHA	O
.	O
Em	O
particular	O
,	O
foi	O
obtido	O
acordo	O
no	O
Grupo	O
de	O
Trabalho	O
PROCIV	O
quanto	O
a	O
uma	O
abordagem	O
global	O
dos	O
Estados-Membros	O
sobre	O
esta	O
matéria.	O
Nesta	B-TEMPO_TEMPO_CALEND_DATA
sequência	O
,	O
foi	O
realizada	O
uma	O
reunião	O
com	O
a	O
UN/OCHA	O
a	O
28	O
e	O
29	B-TEMPO_TEMPO_CALEND_DATA
de	I-TEMPO_TEMPO_CALEND_DATA
Novembro	B-TEMPO_TEMPO_CALEND_INTERVALO
,	O
a	O
qual	O
permitiu	O
adoptar	O
uma	O
revisão	O
das	O
Directrizes	O
que	O
clarifica	O
o	O
princípio	O
do	O
último	O
recurso	O
,	O
garantindo	O
um	O
tratamento	O
diferenciado	O
para	O
os	O
recursos	O
de	O
Protecção	O
Civil	O
.	O
6.	O
Infra-estruturas	O
críticas	O
As	O
conclusões	O
do	O
Conselho	O
em	O
matéria	O
«de	O
prevenção	O
,	O
de	O
preparação	O
para	O
intervir	O
e	O
de	O
resposta	O
a	O
atentados	O
terroristas»	O
e	O
o	O
«programa	O
de	O
solidariedade	O
da	O
União	O
Europeia	O
respeitante	O
às	B-TEMPO_TEMPO_CALEND_HORA
consequências	O
das	O
ameaças	O
e	O
dos	O
atentados	O
terroristas	O
''	O
,	O
adoptado	O
pelo	O
Conselho	O
em	B-TEMPO_TEMPO_CALEND_DATA
Dezembro	I-TEMPO_TEMPO_CALEND_DATA
de	I-TEMPO_TEMPO_CALEND_DATA
2004	I-TEMPO_TEMPO_CALEND_DATA
,	O
apoiaram	O
a	O
elaboração	O
de	O
um	O
Programa	O
Europeu	O
para	O
a	O
Protecção	O
das	O
Infra-Estruturas	O
Críticas	O
e	O
a	O
criação	O
de	O
uma	O
Rede	O
de	O
Alerta	O
para	O
as	O
Infra-estruturas	O
Críticas	O
.	O
Neste	O
sentido	O
,	O
em	B-TEMPO_TEMPO_CALEND_DATA
Dezembro	I-TEMPO_TEMPO_CALEND_DATA
de	I-TEMPO_TEMPO_CALEND_DATA
2006	I-TEMPO_TEMPO_CALEND_DATA
,	O
a	O
Comissão	O
apresentou	O
uma	O
proposta	O
de	O
Directiva	O
do	O
Conselho	O
,	O
na	O
qual	O
se	O
propõem	O
medidas	O
para	O
a	O
identificação	O
e	O
designação	O
das	O
infra	O
estruturas	O
críticas	O
europeias	O
e	O
para	O
a	O
avaliação	O
da	O
necessidade	O
de	O
melhorar	O
a	O
sua	O
protecção	O
,	O
sendo	O
que	O
são	O
abrangidas	O
aquelas	O
cuja	O
perturbação	O
ou	O
destruição	O
afectaria	O
dois	O
ou	O
mais	O
Estados-Membros	O
,	O
ou	O
um	O
único	O
Estado-Membro	O
se	O
a	O
infra-estrutura	O
crítica	O
estiver	O
localizada	O
em	O
outro	O
Estado-Membro	O
.	O
Na	O
sequência	O
dos	O
trabalhos	O
desenvolvidos	O
pela	O
Presidência	O
Alemã	O
neste	O
âmbito	O
,	O
foi	O
dada	O
continuidade	O
à	O
negociação	O
da	O
proposta	O
de	O
Directiva	O
,	O
tendo-se	O
analisado	O
o	O
parecer	O
do	O
Parlamento	O
Europeu	O
e	O
discutido	O
as	O
reservas	O
introduzidas	O
pelas	B-TEMPO_TEMPO_CALEND_HORA
diversas	O
delegações.	O
O	O
balanço	O
final	O
é	O
positivo	O
,	O
uma	O
vez	O
que	O
se	O
conseguiu	O
eliminar	O
a	O
maior	O
parte	O
das	O
reservas	O
existentes.	O
Embora	O
exista	O
consenso	O
em	O
relação	O
a	O
cerca	O
de	O
70	O
%	O
da	O
proposta	O
de	O
Directiva	O
,	O
subsistem	O
reservas	O
de	O
fundo	O
de	O
diversos	O
Estados-Membros	O
que	O
se	O
relacionam	O
,	O
por	O
exemplo	O
,	O
com	O
a	O
natureza	O
legal	O
do	O
instrumento	O
a	O
adoptar	O
,	O
a	O
inclusão	O
do	O
sector	O
do	O
«nuclear»	O
no	O
âmbito	O
da	O
Directiva	O
,	O
a	O
definição	O
de	O
Infra-estrutura	O
Crítica	O
Europeia	O
e	O
a	O
obrigatoriedade	O
de	O
estabelecimento	O
de	O
Planos	O
de	O
Segurança	O
e	O
Oficiais	O
de	O
Ligação	O
.	O
Neste	O
contexto	O
foi	O
obtido	O
acordo	O
sobre	O
um	O
Relatório	O
de	O
Progresso	O
adoptado	O
no	O
Conselho	O
JAI	O
de	O
5/6	O
Dezembro	B-TEMPO_TEMPO_CALEND_DATA
.	O
