Juventude	B-OBRA_PLANO
em	B-TEMPO_TEMPO_CALEND
Debate	O
``	O
,	O
também	O
disponíveis	O
para	O
associados	O
regulares.	O
Em	B-TEMPO_TEMPO_CALEND
1997	I-TEMPO_TEMPO_CALEND
,	O
por	O
ocasião	O
do	O
Primeiro	B-PESSOA_CARGO
Congresso	B-ACONTECIMENTO_ORGANIZADO
Brasileiro	I-ACONTECIMENTO_ORGANIZADO
de	I-ACONTECIMENTO_ORGANIZADO
Advocacia	O
Pública	B-LOCAL_HUMANO
,	O
realizado	O
em	B-TEMPO_TEMPO_CALEND
Campos	O
do	O
Jordão	O
/	O
SP	O
,	O
a	B-TEMPO_TEMPO_CALEND
abertura	O
do	O
evento	O
também	O
privilegiou	O
o	O
debate	O
sobre	O
esse	O
tema	O
,	O
ocasião	O
em	O
que	O
Guilherme	O
José	B-PESSOA_INDIVIDUAL
Purvin	O
de	O
Figueiredo	O
(	O
PGE/SP	O
)	O
expôs	O
sobre	O
o	O
tema	O
``	O
Advocacia	O
Pública	B-LOCAL_HUMANO
:	B-OBRA_REPRODUZIDA
Tendências	O
e	O
Desafios	O
``	O
e	O
o	O
Deputado	O
Estadual	O
José	B-PESSOA_INDIVIDUAL
Eduardo	I-PESSOA_INDIVIDUAL
Ferreira	B-LOCAL_HUMANO
Neto	B-PESSOA_INDIVIDUAL
,	O
sobre	O
o	O
tema	O
``	O
Independência	B-ACONTECIMENTO_EFEMERIDE
das	O
Procuradorias	O
dos	O
Estados	B-ORGANIZACAO_ADMINISTRACAO
e	O
Municípios	O
frente	O
ao	O
Poder	O
Público	O
``	O
.	O
No	B-TEMPO_FREQUENCIA
âmbito	O
judicial	O
,	O
o	O
IBAP	O
requereu	O
o	O
seu	O
ingresso	O
na	O
qualidade	O
de	O
assistente	O
,	O
em	O
ação	O
civil	O
pública	O
ajuizada	O
pelo	O
Ministério	B-ORGANIZACAO_ADMINISTRACAO
Público	O
Federal	B-LOCAL_HUMANO
,	O
na	O
Justiça	B-PESSOA_CARGO
Federal	B-ORGANIZACAO_INSTITUICAO
de	I-ORGANIZACAO_INSTITUICAO
São	B-LOCAL_HUMANO
Paulo	I-LOCAL_HUMANO
,	O
na	O
defesa	O
das	O
prerrogativas	O
do	O
Procurador	O
da	O
Fazenda	O
Nacional	B-ORGANIZACAO_INSTITUICAO
.	O
8.4.	O
O	O
IBAP	O
na	O
luta	O
pela	O
cidadania	O
plena	O
para	O
a	B-TEMPO_TEMPO_CALEND
Pessoa	B-PESSOA_INDIVIDUAL
Portadora	O
de	O
Deficiência	O
.	O
Além	O
de	O
publicar	O
o	O
livro	O
``	O
Direitos	B-ACONTECIMENTO_EVENTO
da	O
Pessoa	B-PESSOA_INDIVIDUAL
Portadora	O
de	O
Deficiência	O
``	O
e	O
promover	O
o	O
Seminário	O
``	O
Ordem	B-ABSTRACCAO_DISCIPLINA
Constitucional	O
e	O
os	O
Direitos	B-ACONTECIMENTO_EVENTO
da	O
Pessoa	B-PESSOA_INDIVIDUAL
Portadora	O
de	O
Deficiência	O
``	O
,	O
o	O
IBAP	O
mantém	O
uma	O
página	O
exclusivamente	O
dedicada	O
ao	O
tema	O
,	O
onde	O
se	O
encontram	O
veiculados	O
cursos	O
,	O
publicações	O
,	O
links	O
e	O
legislação.	O
8.5.	O
O	O
IBAP	O
na	O
luta	O
pela	O
defesa	O
do	O
Meio	B-OBRA_REPRODUZIDA
Ambiente	I-OBRA_REPRODUZIDA
8.6.	O
O	O
IBAP	O
e	O
a	B-TEMPO_TEMPO_CALEND
Questão	O
de	O
Gênero	O
(	O
Mulher	B-PESSOA_INDIVIDUAL
)	O
8.7.	O
O	O
IBAP	O
na	O
luta	O
pela	O
erradicação	O
do	O
trabalho	O
infantil	O
Pêro	O
da	O
Covilhã	B-LOCAL_HUMANO
Pedro	B-ORGANIZACAO_INSTITUICAO
ou	O
Pêro	O
da	O
Covilhã	B-LOCAL_HUMANO
(	O
Covilhã	B-LOCAL_HUMANO
?	O
,	O
1450	O
?	O
--	O
-	O
1530	B-TEMPO_TEMPO_CALEND
?	O
)	O
foi	O
um	O
diplomata	O
e	O
explorador	O
português.	O
Com	O
cerca	B-VALOR_QUANTIDADE
de	I-VALOR_QUANTIDADE
18	B-VALOR_QUANTIDADE
anos	I-VALOR_QUANTIDADE
cativa	O
um	O
espanhol	O
que	O
visitava	O
a	B-TEMPO_TEMPO_CALEND
Covilhã	B-LOCAL_HUMANO
para	O
comprar	O
tecidos	O
que	O
o	O
convida	O
a	B-TEMPO_TEMPO_CALEND
servir	O
o	O
seu	O
amo	O
,	O
D.	B-PESSOA_INDIVIDUAL
Juan	B-COISA_OBJECTO
de	O
Guzman	O
,	O
irmão	O
do	O
Duque	O
de	O
Medina-Sidónia	O
,	O
um	O
dos	O
mais	O
conceituados	O
fidalgos	O
de	O
Sevilha	O
;	O
Pêro	O
aceita	O
a	O
proposta	O
e	O
parte	O
para	O
Sevilha	O
onde	O
lhe	O
é	O
atribuído	O
o	O
papel	O
de	O
espadachim.	O
Impressionado	O
com	O
a	B-TEMPO_TEMPO_CALEND
desenvoltura	O
de	O
Pêro	O
de	O
Covilhã	B-LOCAL_HUMANO
,	O
convida-o	O
D.	B-PESSOA_INDIVIDUAL
Juan	B-COISA_OBJECTO
de	O
Gusman	O
a	O
participar	O
nas	O
embarcações	O
do	O
seu	O
irmão	O
,	O
o	O
Duque	O
conhecido	O
também	O
como	O
o	O
Pirata	O
Espanhol	O
;	O
Pêro	O
recusa	O
a	O
oferta	O
e	O
,	O
em	B-TEMPO_TEMPO_CALEND
1474	O
,	O
acompanha	O
D.	B-PESSOA_INDIVIDUAL
Juan	B-COISA_OBJECTO
a	B-TEMPO_TEMPO_CALEND
Lisboa	B-OBRA_PLANO
a	O
uma	O
entrevista	O
com	O
Afonso	B-PESSOA_INDIVIDUAL
V	I-PESSOA_INDIVIDUAL
de	O
Portugal	B-LOCAL_HUMANO
.	O
D.	B-PESSOA_INDIVIDUAL
Afonso	I-PESSOA_INDIVIDUAL
simpatiza	O
com	O
Pêro	O
também	O
pelo	O
seu	O
domínio	O
de	O
línguas	O
,	O
nomeadamente	O
a	O
língua	O
árabe	O
e	O
D.	B-PESSOA_INDIVIDUAL
Juan	B-COISA_OBJECTO
cede	O
a	B-TEMPO_TEMPO_CALEND
el-Rei	O
os	O
serviços	O
do	O
português.	O
É	O
assim	O
que	O
Pêro	O
da	O
Covilhã	B-LOCAL_HUMANO
,	O
aos	O
seus	O
24	B-TEMPO_TEMPO_CALEND
anos	I-TEMPO_TEMPO_CALEND
,	O
é	O
admitido	O
como	O
moço	O
de	O
esporas	O
de	O
D.	B-PESSOA_INDIVIDUAL
Afonso	I-PESSOA_INDIVIDUAL
V	I-PESSOA_INDIVIDUAL
.	O
Passado	O
pouco	O
tempo	O
,	O
decide	O
el-Rei	O
elevá-lo	O
a	B-TEMPO_TEMPO_CALEND
escudeiro	O
,	O
com	O
direito	O
a	B-TEMPO_TEMPO_CALEND
armas	O
e	O
cavalo.	O
Em	B-TEMPO_TEMPO_CALEND
1476	I-TEMPO_TEMPO_CALEND
acompanha	O
D.	B-PESSOA_INDIVIDUAL
Afonso	I-PESSOA_INDIVIDUAL
V	I-PESSOA_INDIVIDUAL
na	O
batalha	O
de	O
Toro	O
,	O
a	B-TEMPO_TEMPO_CALEND
tentativa	O
fracassada	O
de	O
D.	B-PESSOA_INDIVIDUAL
João	I-PESSOA_INDIVIDUAL
de	O
reclamar	O
o	O
trono	O
de	O
Castela	B-ORGANIZACAO_ADMINISTRACAO
,	O
já	O
que	O
era	O
cunhado	O
de	O
Henrique	O
IV	B-PESSOA_INDIVIDUAL
de	O
Castela	B-ORGANIZACAO_ADMINISTRACAO
.	O
Mais	B-TEMPO_TEMPO_CALEND
tarde	O
,	O
em	B-TEMPO_TEMPO_CALEND
iria	O
acompanhar	O
D.	B-PESSOA_INDIVIDUAL
Afonso	I-PESSOA_INDIVIDUAL
na	O
jornada	O
a	B-TEMPO_TEMPO_CALEND
França	B-LOCAL_HUMANO
para	O
pedir	O
auxílio	O
ao	O
rei	B-PESSOA_INDIVIDUAL
Luís	B-PESSOA_INDIVIDUAL
XI	O
de	O
França	B-LOCAL_HUMANO
na	O
luta	O
pelo	O
trono	O
de	O
Castela	B-ORGANIZACAO_ADMINISTRACAO
,	O
que	O
seria	O
rejeitado.	O
Entretanto	O
,	O
D.	B-PESSOA_INDIVIDUAL
Afonso	I-PESSOA_INDIVIDUAL
abdica	O
do	O
trono	O
,	O
para	O
D.	B-PESSOA_INDIVIDUAL
João	I-PESSOA_INDIVIDUAL
II	I-PESSOA_INDIVIDUAL
.	O
Após	O
a	O
execução	O
do	O
Duque	O
de	O
Bragança	B-PESSOA_GRUPOMEMBRO
pelas	O
próprias	O
mãos	O
do	O
rei	B-PESSOA_INDIVIDUAL
,	O
Pêro	O
da	O
Covilhã	B-LOCAL_HUMANO
foi	O
designado	O
para	O
investigar	O
quais	O
os	O
nobres	O
que	O
conspiravam	O
contra	O
D.	B-PESSOA_INDIVIDUAL
João	I-PESSOA_INDIVIDUAL
II	I-PESSOA_INDIVIDUAL
,	O
conseguindo	O
identificar	O
o	O
D.	B-PESSOA_INDIVIDUAL
Diogo	B-PESSOA_INDIVIDUAL
,	O
duque	B-PESSOA_CARGO
de	I-PESSOA_CARGO
Viseu	O
e	O
D.	B-PESSOA_INDIVIDUAL
Garcia	O
de	O
Meneses	B-PESSOA_INDIVIDUAL
,	O
bispo	O
de	O
Évora	B-LOCAL_HUMANO
.	O
Na	O
sequência	O
do	O
desejo	O
de	O
el-Rei	O
continuar	O
a	O
obra	O
iniciada	O
pelo	O
infante	O
D.	B-PESSOA_INDIVIDUAL
Henrique	O
dos	O
Descobrimentos	O
,	O
escolhe	O
novamente	O
Pêro	O
da	O
Covilhã	B-LOCAL_HUMANO
para	O
embaixador	O
nos	O
tratados	O
de	O
paz	O
com	O
os	O
berberes	O
do	O
Magrebe	O
(	O
como	O
o	O
rei	B-PESSOA_CARGO
de	I-PESSOA_CARGO
Fez	B-LOCAL_HUMANO
e	O
o	O
de	O
Tremecém	O
)	O
,	O
que	O
convinham	O
ao	O
reino	O
para	O
convergir	O
os	O
esforços	O
na	O
odisseia	O
marítima.	O
Pêro	O
da	O
Covilhã	B-LOCAL_HUMANO
torna-se	O
,	O
entretanto	O
,	O
escudeiro	O
da	O
guarda	O
real	O
e	O
casa	O
com	O
Catarina	B-PESSOA_INDIVIDUAL
que	O
em	B-TEMPO_TEMPO_CALEND
poucos	O
meses	B-TEMPO_TEMPO_CALEND
engravida	O
.	O
