THANKSGIVING	B-ACONTECIMENTO
te	O
com	O
brincadeiras	O
e	O
vais	O
ver	O
que	O
,	O
um	B-TEMPO
dia	I-TEMPO
destes	I-TEMPO
,	O
o	O
PPM	B-PESSOA
faz	O
um	O
post	O
sobre	O
ti	O
no	O
31	B-LOCAL
da	I-LOCAL
Armada	I-LOCAL
»	O
,	O
foram	O
as	O
palavras	O
exactas	O
dele	O
.	O
«	O
Tinha	O
razão	O
,	O
Herman	B-PESSOA
»	O
,	O
disse	O
-	O
lhe	O
eu	O
agora	O
.	O
Há	O
,	O
no	O
meio	O
disto	O
tudo	O
,	O
um	O
pormenor	O
que	O
pode	O
intrigar	O
o	O
leitor	O
.	O
Se	O
eu	O
já	O
interpretei	O
tantas	O
personagens	O
apalermadas	O
e	O
de	O
discurso	O
incoerente	O
,	O
porque	O
é	O
que	O
o	O
PPM	B-PESSOA
só	O
se	O
sentiu	O
retratado	O
agora	O
?	O
Boa	O
pergunta	O
,	O
leitor	O
.	O
Vagamente	O
insultuosa	O
,	O
mas	O
boa	O
.	O
Eu	O
respondo	O
:	O
por	O
duas	O
razões	O
.	O
Primeiro	O
,	O
porque	O
quando	O
eu	O
disse	O
que	O
a	O
RTP	B-ORGANIZACAO
e	O
o	O
Provedor	B-ORGANIZACAO
não	O
nos	O
tinham	O
pressionado	O
,	O
a	O
jornalista	O
tirou	O
conclusões	O
que	O
não	O
são	O
as	O
minhas	O
.	O
Segundo	O
,	O
porque	O
a	O
crítica	O
do	O
PPM	B-PESSOA
segue	O
,	O
digamos	O
,	O
a	O
mesma	O
matriz	O
ideológica	O
que	O
o	O
pequeno	O
poder	O
(	O
e	O
,	O
às	B-TEMPO
vezes	I-TEMPO
,	O
não	O
tão	O
pequeno	O
como	O
isso	O
)	O
perfilha	O
.	O
Aliás	O
,	O
a	O
crítica	O
do	O
PPM	B-PESSOA
não	O
é	O
nova	O
,	O
nem	O
é	O
só	O
dele	O
.	O
Já	O
tinha	O
sido	O
usada	O
para	O
pedir	O
a	O
nossa	O
imparcialidade	O
em	O
relação	O
a	O
Salazar	B-PESSOA
e	O
Cunhal	B-PESSOA
.	O
Ou	O
em	O
relação	O
a	O
Pinto	B-PESSOA
da	I-PESSOA
Costa	I-PESSOA
e	O
Luís	B-PESSOA
Filipe	I-PESSOA
Vieira	I-PESSOA
.	O
Ou	O
em	O
relação	O
à	O
Floribella	B-OBRA
e	O
à	O
Doce	B-OBRA
Fugitiva	I-OBRA
.	O
Mas	O
dizem	O
-	O
me	O
que	O
é	O
intelectualmente	O
desonesto	O
falar	O
nisto	O
.	O
Parece	O
que	O
o	O
que	O
é	O
intelectualmente	O
honesto	O
é	O
dizer	O
que	O
um	O
programa	O
humorístico	O
de	O
sátira	O
social	O
e	O
política	O
deve	O
ser	O
imparcial	O
(	O
argumento	O
espantoso	O
)	O
.	O
Ou	O
dizer	O
que	O
criticar	O
o	O
prof	B-PESSOA
.	I-PESSOA
Marcelo	I-PESSOA
é	O
fazer	O
campanha	O
pelo	O
Sim	B-ABSTRACCAO
.	O
O	O
próprio	O
prof	B-PESSOA
.	I-PESSOA
Marcelo	I-PESSOA
diz	O
que	O
foi	O
criticado	O
por	O
muitos	O
defensores	O
do	O
Não	B-ABSTRACCAO
o	O
que	O
só	O
pode	O
significar	O
que	O
,	O
pelos	O
vistos	O
,	O
há	O
gente	O
do	O
Não	B-ABSTRACCAO
a	O
fazer	O
campanha	O
pelo	O
Sim	B-ABSTRACCAO
.	O
PPM	B-PESSOA
,	O
referindo	O
-	O
se	O
ao	O
sketch	O
sobre	O
o	O
prof	B-PESSOA
.	I-PESSOA
Marcelo	I-PESSOA
,	O
diz	O
que	O
,	O
«	O
em	O
plena	O
campanha	O
eleitoral	O
»	O
quisemos	O
´	O
ridicularizar	O
os	O
argumentos	O
de	O
um	O
dos	O
lados	O
em	O
confronto	O
no	O
referendo	O
»	O
.	O
Primeiro	O
,	O
o	O
prof	B-PESSOA
.	I-PESSOA
Marcelo	I-PESSOA
não	O
representa	O
o	O
Não	B-ABSTRACCAO
.	O
Ele	O
mesmo	O
,	O
aliás	O
,	O
afirma	O
que	O
há	O
vários	O
Nãos	B-ABSTRACCAO
.	O
Segundo	O
,	O
a	O
nossa	O
rábula	O
sobre	O
o	O
prof	B-PESSOA
.	I-PESSOA
Marcelo	I-PESSOA
foi	O
transmitida	O
no	B-TEMPO
domingo	I-TEMPO
,	I-TEMPO
dia	I-TEMPO
28	I-TEMPO
de	I-TEMPO
Janeiro	I-TEMPO
.	O
A	O
campanha	O
começou	O
na	B-TEMPO
terça	I-TEMPO
-	I-TEMPO
feira	I-TEMPO
,	I-TEMPO
dia	I-TEMPO
30	I-TEMPO
.	O
Dizer	O
que	O
fizemos	O
o	O
sketch	O
«	O
em	O
plena	O
campanha	O
eleitoral	O
»	O
é	O
,	O
portanto	O
,	O
uma	O
...	O
Bom	O
,	O
parece	O
-	O
me	O
que	O
não	O
há	O
maneira	O
delicada	O
de	O
o	O
dizer	O
:	O
é	O
mentira	O
.	O
Não	O
posso	O
deixar	O
de	O
fazer	O
referência	O
às	O
últimas	O
palavras	O
de	O
PPM	B-PESSOA
,	O
que	O
me	O
parecem	O
interessantes	O
:	O
«	O
Ricardo	B-PESSOA
Araújo	I-PESSOA
Pereira	I-PESSOA
pode	O
dizer	O
que	O
não	O
me	O
conhece	O
de	O
lado	O
nenhum	O
,	O
como	O
disse	O
ao	O
24	B-PESSOA
Horas	I-PESSOA
.	O
Pode	O
,	O
mas	O
estará	O
a	O
faltar	O
à	O
verdade	O
se	O
o	O
repetir	O
em	O
relação	O
ao	O
Rodrigo	B-PESSOA
Moita	I-PESSOA
de	I-PESSOA
Deus	I-PESSOA
.	O
»	O
Quero	O
agradecer	O
,	O
penhorado	O
,	O
que	O
PPM	B-PESSOA
me	O
autorize	O
a	O
dizer	O
o	O
que	O
eu	O
disse	O
.	O
Já	O
é	O
mais	O
do	O
que	O
costuma	O
fazer	O
,	O
e	O
registo	O
a	O
evolução	O
democrática	O
.	O
Agradeço	O
ainda	O
mais	O
que	O
me	O
ponha	O
de	O
sobreaviso	O
em	O
relação	O
à	O
veracidade	O
do	O
que	O
eu	O
não	O
disse	O
mas	O
,	O
por	O
uma	O
razão	O
que	O
neste	B-TEMPO
momento	I-TEMPO
me	O
escapa	O
,	O
poderei	O
vir	O
a	O
dizer	O
.	O
Uma	O
nota	O
final	O
:	O
estou	O
muito	O
habituado	O
às	O
críticas	O
do	O
PPM	B-PESSOA
,	O
que	O
têm	O
,	O
aliás	O
,	O
sempre	O
o	O
mesmo	O
sentido	O
.	O
Normalmente	O
,	O
comento	O
-	O
as	O
aqui	O
mesmo	O
.	O
Na	O
televisão	O
e	O
na	O
imprensa	O
,	O
costumo	O
satirizar	O
gente	O
que	O
a	O
generalidade	O
do	O
público	O
conhece	O
,	O
e	O
que	O
diz	O
coisas	O
ridículas	O
.	O
Enquanto	O
o	O
PPM	B-PESSOA
continuar	O
a	O
preencher	O
apenas	O
um	O
destes	O
requisitos	O
,	O
pela	O
minha	O
parte	O
também	O
continuarei	O
a	O
responder	O
-	O
lhe	O
apenas	O
aqui	O
no	O
blog	O
.	O
Por	O
isso	O
,	O
e	O
para	O
evitar	O
confusões	O
futuras	O
,	O
gostava	O
de	O
sublinhar	O
o	O
seguinte	O
:	O
se	O
,	O
um	B-TEMPO
dia	I-TEMPO
,	O
eu	O
interpretar	O
uma	O
personagem	O
megalómana	O
,	O
moralista	O
e	O
que	O
mente	O
para	O
fazer	O
valer	O
os	O
seus	O
argumentos	O
,	O
o	O
mais	O
provável	O
é	O
que	O
eu	O
não	O
esteja	O
a	O
satirizar	O
o	O
PPM	B-PESSOA
.	O
Há	O
mais	O
Marias	B-COISA
na	O
Terra	B-LOCAL
.	O
RAP	B-PESSOA
