Revisão	B-Evento
oportunidades	O
de	O
emprego	O
e	O
de	O
estágio	O
da	O
empresa	O
Procter	O
&	O
amp	O
;	O
Gamble	O
!	O
A	O
Procter	O
&	O
amp	O
;	O
Gamble	O
,	O
multinacional	O
americana	O
,	O
é	O
uma	O
das	O
maiores	O
empresas	O
mundiais	O
de	O
produtos	O
de	O
consumo	O
,	O
que	O
vão	O
desde	O
produtos	O
alimentares	O
,	O
produtos	O
de	O
higiene	O
pessoal	O
a	O
produtos	O
de	O
limpeza	O
e	O
tratamento	O
de	O
roupa.	O
Com	O
cerca	O
de	O
126	B-Data
mil	I-Data
funcionários	O
em	O
todo	O
o	O
mundo	O
,	O
a	O
empresa	O
está	O
representada	O
em	O
17	B-Data
países	I-Data
da	O
Europa	B-Localizacao
Ocidental	I-Localizacao
.	O
Se	O
quiser	O
fazer	O
parte	O
desta	O
equipa	O
,	O
participe	O
nesta	O
Chat	O
Room	B-Organizacao
!	I-Organizacao
Participação	O
gratuita	O
mas	O
com	O
inscrição	O
obrigatória.	O
Poderá	O
submeter	O
o	O
seu	O
registo	O
aqui	O
:	O
:	O
:	O
:	O
:	O
:	O
:	O
:	O
:	O
:	O
:	O
:	O
:	O
:	O
:	O
:	O
:	O
:	O
:	O
:	O
:	O
:	O
:	O
:	O
:	O
:	O
:	O
:	O
:	O
:	O
:	O
:	O
:	O
:	O
:	O
:	O
:	O
:	O
:	O
:	O
:	O
:	O
:	O
:	O
:	O
:	O
:	O
:	O
:	O
:	O
:	O
:	O
:	O
:	O
:	O
:	O
:	O
:	O
:	O
:	O
:	O
:	O
:	O
:	O
:	O
:	O
:	O
:	O
:	O
:	O
:	O
:	O
:	O
:	O
:	O
:	O
Divulgue	O
os	O
seus	O
eventos	O
e	O
projetos	O
através	O
do	O
e-mail	O
:	O
noticias	O
@	O
fe.up.pt.	O
Saiba	O
mais	O
sobre	O
os	O
nossos	O
serviços	O
no	O
site	O
dos	O
SICC.	O
Aula	B-Localizacao
Aberta	I-Localizacao
:	O
Os	O
Direitos	O
Fundamentais	O
na	O
CEDH	O
15	B-Data
de	I-Data
março	I-Data
de	I-Data
2017	I-Data
-	O
15h	B-Hora
A	O
Aula	O
Aberta	O
que	O
irá	O
decorrer	O
no	O
dia	O
15	B-Data
de	I-Data
março	I-Data
,	O
subordinada	O
ao	O
tema	O
``	O
Os	O
Direitos	O
Fundamentais	O
na	O
CEDH	O
''	O
,	O
será	O
proferida	O
pela	O
Senhora	B-Organizacao
Profª.	I-Organizacao
Doutora	I-Organizacao
Vitulia	B-Pessoa
Ivone	I-Pessoa
,	O
da	O
Universidade	B-Organizacao
de	I-Organizacao
Salerno	I-Organizacao
.	O
Esta	O
iniciativa	O
terá	O
lugar	O
no	O
Anf	B-Localizacao
.	I-Localizacao
128	I-Localizacao
da	I-Localizacao
FDUP	I-Localizacao
pelas	O
15h	B-Hora
,	O
contando	O
com	O
a	O
apresentação	O
da	O
Senhora	B-Organizacao
Profª	I-Organizacao
Doutora	I-Organizacao
Luísa	B-Pessoa
Neto	I-Pessoa
.	O
Cartaz	O
Entrada	O
livre	O
não	O
sujeita	O
a	O
inscrição.	O
Edital	O
|	O
Júri	O
das	O
provas	O
de	O
Mestrado	B-Curso
em	I-Curso
Nutrição	I-Curso
Clínica	I-Curso
da	I-Curso
Licenciada	O
Sofia	B-Pessoa
Cardoso	I-Pessoa
Ano	O
letivo	O
2016	B-Data
/	O
2017	B-Data
Foi	O
nomeado	O
,	O
por	O
despacho	O
de	O
21	B-Data
de	I-Data
fevereiro	I-Data
de	I-Data
2017	I-Data
do	O
Senhor	O
Diretor	O
da	O
FCNAUP	B-UnidadeOrganica
,	O
Professor	O
Doutor	O
Pedro	B-Pessoa
Alexandre	I-Pessoa
Afonso	I-Pessoa
Moreira	I-Pessoa
,	O
o	O
júri	O
das	O
provas	O
de	O
Mestrado	B-Curso
em	I-Curso
Nutrição	I-Curso
Clínica	I-Curso
da	I-Curso
Licenciada	O
Sofia	B-Pessoa
Reis	I-Pessoa
Alves	I-Pessoa
Soares	I-Pessoa
Cardoso	I-Pessoa
.	O
Presidente	O
:	O
Prof.	O
Doutor	O
Bruno	B-Pessoa
Miguel	I-Pessoa
Paz	I-Pessoa
Mendes	I-Pessoa
de	I-Pessoa
Oliveira	I-Pessoa
Vogal	I-Pessoa
:	O
Prof.ª	O
Doutora	O
Sofia	B-Pessoa
Beatriz	I-Pessoa
Loureiro	I-Pessoa
Marques	I-Pessoa
de	I-Pessoa
Vasconcelos	I-Pessoa
Magina	I-Pessoa
Orientador	O
:	O
Prof.	O
Doutor	O
Nuno	B-Pessoa
Pedro	I-Pessoa
Garcia	I-Pessoa
Fernandes	I-Pessoa
Bento	I-Pessoa
Borges	I-Pessoa
Edital	O
|	O
Júri	O
Provas	O
de	O
Mestrado	B-Curso
em	I-Curso
Ciências	I-Curso
do	I-Curso
Mar	I-Curso
e	I-Curso
Recursos	I-Curso
Marinhos	I-Curso
-	O
Lic.	B-Pessoa
Gaspar	I-Pessoa
Senosiain	I-Pessoa
Mendes	I-Pessoa
Lobo	I-Pessoa
Lic.	I-Pessoa
Gaspar	I-Pessoa
Senosiain	I-Pessoa
Mendes	I-Pessoa
Lobo	I-Pessoa
Está	O
marcada	O
para	O
dia	O
19	B-Data
de	I-Data
dezembro	I-Data
de	I-Data
2016	I-Data
,	O
pelas	O
16.30h	B-Hora
no	O
anfiteatro	B-Localizacao
3	I-Localizacao
,	O
do	O
Instituto	B-UnidadeOrganica
de	I-UnidadeOrganica
Ciências	I-UnidadeOrganica
Biomédicas	I-UnidadeOrganica
Abel	I-UnidadeOrganica
Salazar	I-UnidadeOrganica
da	I-UnidadeOrganica
Universidade	I-UnidadeOrganica
do	I-UnidadeOrganica
Porto	I-UnidadeOrganica
,	O
Rua	B-Localizacao
de	I-Localizacao
Jorge	I-Localizacao
Viterbo	I-Localizacao
Ferreira	I-Localizacao
,	I-Localizacao
228	I-Localizacao
-	I-Localizacao
Porto	I-Localizacao
,	O
a	O
prestação	O
de	O
Provas	O
de	O
Mestrado	B-Curso
em	I-Curso
Ciências	I-Curso
do	I-Curso
Mar	I-Curso
e	I-Curso
Recursos	I-Curso
Marinhos	I-Curso
do	O
Lic.	O
Gaspar	B-Pessoa
Senosiain	I-Pessoa
Mendes	I-Pessoa
Lobo	I-Pessoa
.	O
Professor	O
Associado	O
|	O
Área	O
disciplinar	O
de	O
Ciência	O
de	O
Computadores	O
Candidaturas	O
até	O
2	B-Data
de	I-Data
maio	I-Data
2017	I-Data
Encontra-se	O
aberto	O
concurso	O
documental	O
(	O
Edital	O
n.º	O
102/2017	O
,	O
DR	O
,	O
n.º	O
34	B-Data
de	I-Data
16	B-Data
de	I-Data
fevereiro	I-Data
de	I-Data
2017	I-Data
)	O
para	O
um	O
lugar	O
de	O
Professor	O
Associado	O
da	O
área	O
disciplinar	O
de	O
Ciência	O
de	O
Computadores	O
da	O
Faculdade	B-UnidadeOrganica
de	I-UnidadeOrganica
Ciências	I-UnidadeOrganica
da	I-UnidadeOrganica
Universidade	I-UnidadeOrganica
do	I-UnidadeOrganica
Porto	I-UnidadeOrganica
.	O
As	O
instruções	O
para	O
a	O
apresentação	O
da	O
informação	O
,	O
em	O
suporte	O
digital	O
,	O
encontram-se	O
disponíveis	O
na	O
área	O
de	O
Concursos	O
de	O
Pessoal	O
do	O
SIGARRA	O
U.PORTO	B-Organizacao
,	O
no	O
endereço	O
:	O
https	O
:	O
//sigarra.up.pt/spup/pt/noticias_geral.ver_noticia	O
?	O
p_nr=28905	O
Edital	O
Divulgue	O
os	O
seus	O
eventos	O
e	O
projetos	O
|	O
comunica	O
@	O
fc.up.pt	O
United	B-Localizacao
Nations	I-Localizacao
Convention	I-Localizacao
on	I-Localizacao
the	O
Law	O
of	O
the	O
Sea	B-Organizacao
-	O
período	O
experimental	O
Aviso	O
Os	O
Serviços	O
de	O
Documentação	O
informam	O
que	O
,	O
até	O
31	B-Data
de	I-Data
janeiro	I-Data
de	I-Data
2017	I-Data
,	O
está	O
a	O
decorrer	O
um	O
período	O
de	O
acesso	O
gratuito	O
ao	O
recurso	O
da	O
Brill	B-Organizacao
“United	I-Organizacao
Nations	I-Organizacao
Convention	I-Organizacao
on	I-Organizacao
the	I-Organizacao
Law	I-Organizacao
of	I-Organizacao
the	I-Organizacao
Sea”	I-Organizacao
,	O
para	O
teste	O
e	O
análise.	B-Pessoa
Este	I-Pessoa
recurso	I-Pessoa
contém	I-Pessoa
comentários	I-Pessoa
baseados	O
quase	O
completamente	O
em	O
documentação	O
formal	O
e	O
informal	O
da	O
3ª	O
Conferência	O
das	O
Nações	B-Hora
Unidas	O
sobre	O
Direito	O
do	O
Mar	O
(	O
UNCLOS	B-Organizacao
III	I-Organizacao
,	O
1973	B-Data
-	O
1982	B-Data
)	I-Data
.	O
O	O
acesso	O
a	O
este	O
recurso	O
é	O
efetuado	O
por	O
reconhecimento	O
de	O
IP.	B-Pessoa
Endereço	I-Pessoa
:	O
http	O
:	O
//referenceworks.brillonline.com/browse/united-nations-convention-on-the-law-of-the-sea	O
&	O
gt	O
;	O
Agradecemos	O
que	O
nos	O
façam	O
chegar	O
comentários	O
que	O
considerem	O
pertinentes	O
sobre	O
o	O
recurso.	O
Os	O
Serviços	O
de	O
Documentação	O
da	O
FDUP	B-UnidadeOrganica
BOLSA	O
PROGRAMA	O
DE	O
VERÃO	O
|	O
Study	O
of	O
the	O
U.S.	O
Institutes	O
(	O
SUSI	O
)	O
for	O
Student	O
Leaders	B-Pessoa
from	I-Pessoa
Europe	I-Pessoa
Candidaturas	O
até	O
15	B-Data
de	I-Data
fevereiro	I-Data
de	I-Data
2017	I-Data
Os	O
Study	O
of	O
the	O
U.S.	O
Institutes	O
(	O
SUSI	O
)	O
for	O
Student	O
Leaders	B-Pessoa
from	I-Pessoa
Europe	O
são	O
programas	O
académicos	O
intensivos	O
de	O
cinco	O
semanas	O
nos	O
EUA	B-Localizacao
integramente	I-Localizacao
financiados	O
através	O
de	O
uma	O
bolsa	O
do	O
Departamento	B-UnidadeOrganica
de	I-UnidadeOrganica
Estado	I-UnidadeOrganica
Norte-Americano	I-UnidadeOrganica
.	O
Estas	O
bolsas	O
destinam-se	O
a	O
possibilitar	O
que	O
jovens	O
portugueses	O
possam	O
aprofundar	O
os	O
conhecimentos	O
sobre	O
os	O
EUA	O
e	O
simultaneamente	O
desenvolver	O
diferentes	O
capacidades	O
académicas	O
e	O
pessoais.	O
Os	O
SUSI	O
têm	O
a	O
duração	O
de	O
cinco	O
semanas	O
e	O
consistem	O
em	O
seminários	O
,	O
debates	O
,	O
apresentações	O
de	O
grupo	O
e	O
aulas.	O
Cada	O
programa	O
(	O
institute	B-Organizacao
)	O
contará	O
com	O
22	O
participantes	O
e	O
incluirá	O
quatro	O
semanas	O
num	O
campus	O
de	O
uma	O
das	O
universidades	O
participantes	O
e	O
uma	O
semana	O
em	O
visita	O
de	O
estudo.	O
As	O
aulas	O
e	O
as	O
atividades	O
letivas	O
serão	O
complementadas	O
por	O
visitas	O
de	O
estudo	O
a	O
locais	O
de	O
interesse	O
cultural	O
,	O
atividades	O
de	O
liderança	O
e	O
oportunidades	O
de	O
voluntariado	O
junto	O
das	O
comunidades	O
locais.	O
O	O
programa	O
decorre	O
durante	O
os	O
meses	O
de	O
junho	O
e	O
julho	B-Data
de	I-Data
2017	I-Data
.	O
São	O
três	O
os	O
temas	O
dos	O
SUSI.	O
Cada	O
um	O
destes	O
programas	O
é	O
organizado	O
por	O
uma	O
universidade	O
diferente.	B-Pessoa
A.	I-Pessoa
Civic	I-Pessoa
Engagement	I-Pessoa
B	I-Pessoa
.	O
Environmental	B-Pessoa
Issues	I-Pessoa
C.	I-Pessoa
Social	I-Pessoa
Entrepreneurship	I-Pessoa
Financiamento	I-Pessoa
:	O
as	O
despesas	O
dos	O
participantes	O
são	O
totalmente	O
suportadas	O
através	O
de	O
uma	O
bolsa	O
do	O
Departamento	B-UnidadeOrganica
de	I-UnidadeOrganica
Estado	I-UnidadeOrganica
,	O
que	O
inclui	O
todas	O
as	O
viagens.	O
Alojamento	O
e	O
alimentação	O
:	O
o	O
alojamento	O
será	O
nas	O
residências	O
das	O
universidades	O
em	O
quarto	O
partilhado.	O
As	O
refeições	O
terão	O
lugar	O
nas	O
cantinas	O
das	O
universidades.	B-Hora
Seguro	B-UnidadeOrganica
de	I-UnidadeOrganica
saúde	O
:	O
todos	O
os	O
participantes	O
estão	O
cobertos	O
por	O
seguro	O
de	O
saúde.	O
Perfil	O
dos	O
candidatos	O
:	O
Estudantes	O
no	O
primeiro	O
ou	O
segundo	O
anos	O
de	O
licenciatura	O
,	O
que	O
demonstrem	O
capacidade	O
de	O
iniciativa	O
através	O
de	O
percurso	O
académico	O
,	O
envolvimento	O
na	O
comunidade	O
e	O
atividades	O
extracurriculares.	O
A	O
área	O
de	O
estudo	O
dos	O
candidatos	O
será	O
variada	O
e	O
incluirá	O
estudantes	O
de	O
ciências	O
,	O
ciências	O
sociais	O
,	O
educação	O
,	O
gestão	O
,	O
entre	O
outros.	O
Será	O
feito	O
um	O
esforço	O
para	O
recebermos	O
candidaturas	O
de	O
estudantes	O
oriundos	O
de	O
meios	O
socioeconómicos	B-UnidadeOrganica
desfavorecidos	O
,	O
seja	O
de	O
zonas	O
rurais	O
ou	O
urbanas	O
,	O
sem	O
experiência	O
prévia	O
dos	O
EUA	B-Localizacao
.	O
Além	O
disso	O
,	O
será	O
dada	O
preferência	O
relativa	O
a	O
candidaturas	O
de	O
estudantes	O
oriundos	O
de	O
comunidades	O
desfavorecidas	O
,	O
incluindo	O
minorias	O
étnicas	O
,	O
cidadãos	O
com	O
deficiência	O
e	O
membros	O
da	O
comunidade	O
LGBTI.	O
O	O
candidato	O
deverá	O
:	O
•	O
Ser	O
fluente	O
em	O
inglês	O
•	O
Ter	O
interesse	O
demonstrado	O
na	O
área	O
do	O
SUSI	O
a	O
que	O
se	O
candidata	O
,	O
independentemente	O
da	O
área	O
do	O
curso	O
superior	O
que	O
frequenta	O
em	O
Portugal	O
•	O
Ter	O
entre	O
18	B-Data
e	O
25	O
anos	O
de	O
idade	O
•	O
Ter	O
pelo	O
menos	O
um	O
ano	O
académico	O
da	O
licenciatura	O
por	O
terminar	O
•	O
Demonstrar	O
forte	O
capacidade	O
de	O
iniciativa	O
na	O
sua	O
universidade	O
ou	O
comunidade	O
•	O
Ter	O
verdadeiro	O
interesse	O
em	O
aprender	O
mais	O
sobre	O
os	O
EUA	O
•	O
Demonstrar	O
alto	O
desempenho	O
académico	O
através	O
dos	O
resultados	O
obtidos	O
a	O
nível	O
superior	O
e	O
da	O
escola	O
secundária	O
,	O
bem	O
como	O
através	O
das	O
cartas	O
de	O
recomendação	O
•	B-Pessoa
Demonstrar	I-Pessoa
envolvimento	O
na	O
comunidade	O
e	O
iniciativa	O
em	O
atividades	O
extracurriculares	O
•	O
Não	O
ter	O
viajado	O
anteriormente	O
para	O
os	O
EUA	O
•	O
Ser	O
maturo	B-Hora
,	O
responsável	O
,	O
independente	O
,	O
confiante	O
,	O
de	O
espírito	O
aberto	O
,	O
tolerante	O
,	O
analítico	O
e	O
curioso	O
•	O
Ter	O
vontade	O
de	O
participar	O
integralmente	O
num	O
programa	O
académico	O
intensivo	O
,	O
realizar	O
serviço	O
comunitário	O
e	O
viagens	O
educacionais	O
•	O
Sentir-se	O
confortável	O
com	O
a	O
vida	O
em	O
meio	O
académico	O
,	O
estar	O
preparado	O
para	O
partilhar	O
alojamento	O
,	O
estar	O
disposto	O
a	O
aceitar	O
práticas	O
culturais	O
e	O
sociais	O
diferentes	O
do	O
seu	O
país	O
de	O
origem	O
Candidatura	O
até	O
15	B-Data
de	I-Data
fevereiro	I-Data
de	I-Data
2017	I-Data
Os	O
pedidos	O
de	O
informação	O
devem	O
ser	O
dirigidos	O
a	O
:	O
rsequeira	O
@	O
fulbright.pt	O
A	O
leitura	O
desta	O
informação	O
não	O
dispensa	O
a	O
leitura	O
da	O
informação	O
completa	O
disponível	O
na	O
página	O
da	O
bolsa	O
aqui.	O
Sessão	O
de	O
apresentação	O
do	O
Programa	O
RESOLVE	O
2	B-Data
de	I-Data
março	I-Data
|	O
14h00	B-Hora
|	O
salão	B-Hora
nobre	O
do	O
ICBAS	B-UnidadeOrganica
/	O
FFUP	B-UnidadeOrganica
Para	O
marcar	O
a	O
abertura	O
da	O
segunda	O
call	O
,	O
temos	O
o	O
prazer	O
de	O
o	O
convidar	O
a	O
estar	O
presente	O
na	O
sessão	O
de	O
Apresentação	O
do	O
Programa	O
RESOLVE	O
,	O
que	O
terá	O
lugar	O
no	O
dia	O
2	B-Data
de	I-Data
Março	I-Data
pelas	I-Data
14.00	B-Hora
horas	I-Hora
no	O
Salão	B-Localizacao
Nobre	I-Localizacao
do	O
ICBAS	B-UnidadeOrganica
/	O
FFUP	B-UnidadeOrganica
,	O
com	O
o	O
seguinte	O
Programa	O
:	O
14:00	O
h	B-Hora
-	O
Abertura	O
do	O
evento	O
por	O
representante	O
do	O
ICBAS	B-UnidadeOrganica
/	O
FFUP	B-UnidadeOrganica
14:15	I-UnidadeOrganica
h	B-Hora
-	O
``	O
War	O
Story	O
''	O
-	O
Pedro	B-Pessoa
Madureira	I-Pessoa
(	I-Pessoa
Immunethep	O
)	O
14:30	O
h	B-Hora
-	O
Apresentação	O
do	O
Programa	O
RESOLVE	O
15:00	B-Hora
h	O
-	O
Mesa	B-Organizacao
redonda	I-Organizacao
-	O
``	O
A	O
integração	O
dos	O
programas	O
de	O
ignição/aceleração	O
no	O
ecossistema	B-Localizacao
da	I-Localizacao
Inovação	O
''	O
-	O
Salomé	B-Pessoa
Pinho	I-Pessoa
(	I-Pessoa
Glyco4Clinics	I-Pessoa
,	O
i3S	B-Organizacao
,	O
1ª	O
Edição	O
do	O
Programa	O
RESOLVE	O
)	O
-	O
André	B-Pessoa
Faustino	I-Pessoa
(	O
GenePredit	B-Organizacao
)	O
-	O
Cristina	B-Pessoa
Freire	I-Pessoa
(	O
INNOVCAT	O
,	O
FCUP	B-UnidadeOrganica
)	O
16:00	O
h	B-Hora
-	O
Encerramento	O
e	O
Coffee	B-Pessoa
Break	I-Pessoa
Pede-se	O
o	O
favor	O
de	O
confirmar	O
presença	O
através	O
do	O
link.	O
O	O
RESOLVE	O
é	O
um	O
programa	O
de	O
ignição	O
,	O
desenhado	O
para	O
a	O
promoção	O
de	O
projetos	O
semente	O
e	O
start-ups	O
na	O
área	O
da	O
saúde.	O
O	O
objetivo	O
do	O
programa	O
RESOLVE	O
é	O
promover	O
a	O
transferência	O
de	O
conhecimento	O
,	O
proporcionando	O
suporte	O
e	O
ferramentas	O
de	O
gestão	O
,	O
incluindo	O
apoio	O
financeiro	O
a	O
projetos	O
semente	O
de	O
investigadores	O
e	O
empreendedores	O
neste	O
sector.	O
As	O
candidaturas	O
à	O
Segunda	O
Call	O
estão	O
abertas	O
até	O
dia	O
27	B-Data
de	I-Data
Março	I-Data
(	O
18:00hrs	B-Organizacao
)	O
através	O
do	O
link.	O
Bolsa	O
de	O
estudo	O
de	O
Mestrado	O
e	O
Doutoramento	O
|	O
Turquia	B-Localizacao
Candidaturas	O
até	O
17	B-Data
fevereiro	I-Data
2017	I-Data
A	O
República	O
da	O
Túrquia	B-UnidadeOrganica
atribui	O
bolsas	O
de	O
estudo	O
para	O
aqueles	O
que	O
pretendam	O
inscrever-se	O
em	O
programas	O
de	O
estudo	O
de	O
mestrado	O
ou	O
doutoramento	O
na	O
Turquia	B-Localizacao
.	O
Mais	O
informações	O
aqui	O
Divulgue	O
os	O
seus	O
eventos	O
e	O
projetos	O
|	O
comunica	O
@	O
fc.up.pt	O
Bolsas	O
para	O
estudos	O
de	O
mestrado	O
e	O
doutoramento	O
na	O
Turquia	B-Localizacao
Candidaturas	O
abertas	O
até	O
17	B-Data
de	I-Data
Fevereiro	I-Data
2017	I-Data
A	O
Embaixada	O
da	O
República	O
da	O
Turquia	O
em	O
Portugal	O
está	O
a	O
divulgar	O
um	O
concurso	O
para	O
atribuição	O
de	O
bolsas	O
de	O
estudo	O
destinadas	O
aos	O
estudantes	O
que	O
se	O
inscrevam	O
em	O
programas	O
de	O
estudos	O
de	O
mestrado	O
ou	O
doutoramento	O
na	O
Turquia	B-Localizacao
.	O
As	O
candidaturas	O
decorrem	O
entre	O
16	B-Data
de	I-Data
Janeiro	I-Data
e	O
17	B-Data
de	I-Data
Fevereiro	I-Data
de	I-Data
2017	I-Data
.	O
+	O
info	O
www.turkiyeburslari.gov.tr	O
Call	O
for	O
papers	O
:	O
Revista	O
de	O
História	O
da	O
Arte	O
n.º	O
13	B-Data
'Cidade	I-Data
(	O
in	O
)	O
defesa	O
'	O
Prazo	O
para	O
envio	O
de	O
propostas	O
:	O
30	B-Data
de	I-Data
Abril	I-Data
de	I-Data
2017	I-Data
O	O
próximo	O
número	O
da	O
Revista	O
de	O
História	O
da	O
Arte	O
,	O
do	O
IHA/FCSH/NOVA	O
,	O
será	O
dedicado	O
ao	O
tema	O
Cidade	O
(	O
in	O
)	O
defesa	O
e	O
terá	O
coordenação	O
científica	O
de	O
Margarida	B-Pessoa
Tavares	I-Pessoa
da	I-Pessoa
Conceição	I-Pessoa
(	I-Pessoa
IHA/FCSH-NOVA	O
)	O
e	O
Renata	B-Pessoa
Araujo	I-Pessoa
(	I-Pessoa
CHAM/FCSH-NOVA	I-Pessoa
,	I-Pessoa
UALG	O
)	O
.	O
O	O
envio	O
de	O
propostas	O
de	O
artigos	O
deve	O
ser	O
feito	O
até	O
30	B-Data
de	I-Data
Abril	I-Data
de	I-Data
2017	I-Data
,	O
para	O
o	O
endereço	O
defenselesscity	O
@	O
gmail.com	O
,	O
incluindo	O
título	O
,	O
resumo	O
(	O
até	O
500	B-Data
palavras	I-Data
)	O
e	O
4	B-Data
palavras-chave	I-Data
,	O
assim	O
como	O
identificação	O
,	O
contacto	O
e	O
síntese	O
curricular	O
do	O
autor.	O
A	O
divulgação	O
dos	O
resultados	O
será	O
feita	O
até	O
31	B-Data
de	I-Data
Maio	I-Data
de	I-Data
2017	I-Data
e	O
a	O
entrega	O
dos	O
artigos	O
completos	O
(	O
texto	O
até	O
7000	B-Data
palavras	I-Data
e	O
imagens	O
)	O
decorrerá	O
até	O
31	B-Data
de	I-Data
Agosto	I-Data
de	I-Data
2017	I-Data
.	O
Cidade	O
(	O
in	O
)	O
defesa	O
(	O
PDF	O
)	O
+	O
info	O
institutodehistoriadaarte.wordpress.com	O
Concurso	O
de	O
ideias	O
JOVEM	O
EMPREENDE	O
@	O
PORTO	O
Candidaturas	O
abertas	O
até	O
28	B-Data
de	I-Data
abril	I-Data
O	O
Concurso	O
de	O
Ideias	O
JOVEM	B-Pessoa
EMPREENDE	I-Pessoa
@	O
PORTO	O
visa	O
promover	O
o	O
empreendedorismo	O
criativo	O
e	O
social	O
,	O
fomentando	O
a	O
geração	O
de	O
ideias	O
e	O
de	O
negócios	O
inovadores	O
,	O
na	O
cidade	O
do	O
Porto	B-Localizacao
,	O
apresentando	O
os	O
seguintes	O
objetivos	O
específicos	O
:	O
Criar	O
a	O
oportunidade	O
para	O
que	O
os	O
jovens	O
possam	O
transformar	O
uma	O
ideia	O
num	O
negócio	O
;	O
Incentivar	O
os	O
jovens	O
a	O
apresentar	O
projetos	O
inovadores	O
com	O
aplicabilidade	O
na	O
cidade	O
do	O
Porto	B-Localizacao
,	O
elegendo	O
como	O
áreas	O
o	O
Empreendedorismo	O
Criativo	O
e	O
o	O
Empreendedorismo	O
Social.	O
As	O
candidaturas	O
ao	O
Concurso	O
de	O
Ideias	O
JOVEM	B-Pessoa
EMPREENDE	I-Pessoa
@	O
PORTO	O
estão	O
abertas	O
até	O
28	B-Data
de	I-Data
abril	I-Data
.	O
Serão	O
selecionados	O
os	O
10	O
melhores	O
trabalhos	O
(	O
5	O
referentes	O
ao	O
Ensino	O
Secundário	O
e	O
5	O
referentes	O
ao	O
Ensino	O
Superior	O
)	O
para	O
participarem	O
na	O
Mostra	B-Localizacao
Nacional	O
de	O
Jovens	O
Empreendedores	O
,	O
iniciativa	O
da	O
Fundação	B-Organizacao
da	I-Organizacao
Juventude	I-Organizacao
,	O
a	O
decorrer	O
no	O
Porto	B-Localizacao
,	O
de	O
5	B-Data
a	O
7	B-Data
de	I-Data
junho	I-Data
de	I-Data
2017	I-Data
,	O
entre	O
os	O
quais	O
serão	O
premiados	O
os	O
3	O
melhores	O
de	O
cada	O
categoria	O
de	O
Ensino.	B-Pessoa
+INFO	I-Pessoa
E	I-Pessoa
REGULAMENTO	I-Pessoa
Atribuição	I-Pessoa
de	O
Bolsas	O
de	O
Estudo	O
de	O
Mestrado	O
e	O
de	O
Doutoramento	O
na	O
Turquia	B-Localizacao
Candidatura	O
de	O
16	B-Data
de	I-Data
janeiro	I-Data
a	O
17	B-Data
de	I-Data
fevereiro	I-Data
de	I-Data
2017	I-Data
Informam-se	O
os	O
estudantes	O
interessados	O
que	O
a	O
República	O
da	O
Turquia	B-UnidadeOrganica
atribui	O
BOLSAS	O
DE	O
ESTUDO	O
EM	B-Pessoa
PROGRAMAS	I-Pessoa
DE	I-Pessoa
ESTUDO	I-Pessoa
DE	I-Pessoa
MESTRADO	I-Pessoa
E	I-Pessoa
DE	I-Pessoa
DOUTORAMENTO.	I-Pessoa
As	O
candidaturas	O
pederão	O
ser	O
efetuadas	O
através	O
da	O
página	O
https	O
:	O
//www.turkiyeburslari.gov.tr/en/	O
Consulte	O
o	O
ofício	O
da	O
República	O
da	O
Turquia	B-UnidadeOrganica
.	O
Serviço	O
de	O
gestão	O
académica	O
Telef	O
:	O
226077100	O
email	O
:	O
sga	O
@	O
letras.up.pt	O
Atendimento	O
:	O
Dias	O
:	O
segunda	O
a	O
sexta	O
Horário	O
:	O
10h00	B-Hora
às	O
16h00	B-Hora
Mestrado	O
em	O
Engenharia	O
Biomédica	O
assinala	O
20	O
anos	O
3	B-Data
de	I-Data
março	I-Data
,	O
16h30	B-Hora
,	O
na	O
sala	B-Localizacao
B032	I-Localizacao
O	O
Mestrado	O
em	O
Engenharia	O
Biomédica	O
da	O
Faculdade	B-UnidadeOrganica
de	I-UnidadeOrganica
Engenharia	I-UnidadeOrganica
da	I-UnidadeOrganica
U.Porto	I-UnidadeOrganica
(	O
FEUP	B-UnidadeOrganica
)	O
assinala	O
20	O
anos	O
de	O
existência	O
,	O
com	O
uma	O
sessão	O
comemorativa	O
já	O
no	O
próximo	O
dia	O
3	B-Data
de	I-Data
março	I-Data
,	O
às	O
16h30	B-Hora
,	O
na	O
sala	B-Localizacao
B032	I-Localizacao
.	O
De	O
entrada	O
livre	O
,	O
esta	O
sessão	O
vai	O
contar	O
com	O
oradores	O
convidados	O
que	O
têm	O
desenvolvido	O
as	O
suas	O
atividades	O
profissionais	O
em	O
áreas	O
ligadas	O
à	O
engenharia	O
biomédica	O
,	O
como	O
Elizabeth	O
Montalbano	O
que	O
vai	O
falar	O
sobre	O
``	O
Connected	O
Health	O
and	O
Wearables	O
''	O
e	O
ainda	O
Wouter	O
Serdijn	B-Hora
,	O
que	O
vai	O
centrar	O
a	O
sua	O
intervenção	O
no	O
tema	O
“Getting	O
Better	B-Pessoa
with	I-Pessoa
Electroceuticals	I-Pessoa
–	I-Pessoa
electronic	B-Pessoa
medicine	I-Pessoa
to	O
the	O
rescue”.	B-Organizacao
Está	O
também	O
prevista	O
a	O
participação	O
de	O
antigos	O
alunos	O
,	O
com	O
o	O
objetivo	O
de	O
partilhar	O
experiências	O
e	O
percursos	O
de	O
vida	O
e	O
com	O
isso	O
entusiasmar	O
as	O
gerações	O
mais	O
novas.	O
A	O
primeira	O
