-X- -X- -X-
Cine ORGANIZACAO PESSOA
Falcatrua ORGANIZACAO PESSOA
, O O
as O O
projeções O O
não O O
seguiam O O
uma O O
programação O O
prévia O O
. O O
'' O O
Ano TEMPO O
passado TEMPO O
a O O
gente O O
preparou O O
um O O
mote O O
especial O O
pra O O
cá O O
, O O
que O O
passava O O
num O O
horário O O
determinado O O
. O O
Nesse TEMPO TEMPO
ano TEMPO TEMPO
, O O
a O O
gente O O
tá O O
controlando O O
a O TEMPO
transmissão O TEMPO
24 TEMPO TEMPO
horas TEMPO TEMPO
, O O
conta O O
. O O
Foi O O
feita O O
uma O O
grade O O
de O TEMPO
programação O TEMPO
de TEMPO TEMPO
36 TEMPO TEMPO
horas TEMPO TEMPO
, O O
com O O
materiais O O
da O O
internet O O
e O O
enviados O O
através O O
de O O
uma O O
convocação O O
especial O O
para O O
o O O
festival O O
, O O
mas O O
o O O
que O O
se O O
viu O O
por O O
lá O O
foram O O
pessoas O O
levando O O
seus O O
vídeos O O
para O O
passar O O
sem O O
marcar O O
hora O O
, O O
bem O O
no O O
espírito O O
colaborativo O O
da O O
cultura O O
livre O O
. O O
`` O O
Naturalmente O O
, O O
você O O
fazendo O O
a O O
programação O O
do O O
lado O O
do O O
espaço O O
de O O
exibição O O
, O O
as O O
pessoas O O
têm O O
acesso O O
não O O
só O O
a O O
tela O O
como O O
ao O O
dispositivo O O
de O O
controle O O
e O O
também O O
a O O
nós O O
, O O
que O O
estamos O O
controlando O O
a O O
estrutura O O
. O O
Então O O
você O O
tem O O
um O O
diálogo O O
muito O O
maior O O
entre O O
os O O
projecionistas O O
e O O
o O O
público O O
, O O
completa O O
. O O
Sem O O
dúvida O O
, O O
houve O O
uma O O
evolução O O
no O O
comparativo O O
com TEMPO O
o TEMPO TEMPO
ano TEMPO TEMPO
anterior TEMPO TEMPO
. O O
Quem O O
confirma O O
isso O O
é O O
o O O
Vj PESSOA O
pixel O O
, O O
que O O
viu O O
o O O
festival O O
crescer O O
: O O
'' O O
Esse TEMPO TEMPO
ano TEMPO TEMPO
a O O
gente O O
tem O O
uma O O
estrutura O O
bem O O
maior O O
, O O
que O O
não O O
atinge O O
só O O
o O O
público O O
que O O
tá O O
circulando O O
pelo O O
fisl O O
, O O
mas O O
atinge O O
as O O
pessoas O O
que O O
acessam O O
o O O
site O O
do O O
fisl O O
na O O
internet O O
também O O
, O O
porque O O
a O O
gente O O
tem O O
uma O O
TV O O
e O O
uma O O
rádio O O
que O O
tão O O
sendo O O
exibidas O O
aqui O O
internamente O O
. O O
A O O
gente O O
tem O O
um O O
telão O O
e O O
uma O O
caixa O O
de O O
som O O
com O O
a O O
programação O O
da O O
rádio O O
, O O
mas O O
tem O O
também O O
streaming O O
desse O O
material O O
que O O
a O O
gente O O
tá O O
produzindo O O
, O O
que O O
é O O
onde O O
tá O O
a O O
maior O O
parte O O
do O O
público O O
. O O
Mas O O
a O O
evolução O O
não O O
ficou O O
só O O
na O O
estrutura O O
do O O
estande O O
e O O
dos O O
conteúdos O O
. O O
O O O
famoso O O
show O O
de O O
abertura O O
do O O
festival O O
também O O
cresceu O O
e O O
se O O
diversificou O O
. O O
Realizada O O
no O O
Teatro LOCAL LOCAL
do O LOCAL
Sesi ORGANIZACAO LOCAL
, O O
local O O
ao O O
lado O O
do O O
espaço O O
do O O
fisl O O
, O O
a O O
noite O O
começou O O
com O O
os O O
gaúchos O PESSOA
da O PESSOA
Bataclã PESSOA PESSOA
FC PESSOA PESSOA
, O O
que O O
entraram O O
no O O
palco O O
com O O
uniformes O O
do O O
DMLU ORGANIZACAO ORGANIZACAO
, O O
o O O
Departamento ORGANIZACAO PESSOA
Municipal ORGANIZACAO PESSOA
de ORGANIZACAO PESSOA
Limpeza ORGANIZACAO PESSOA
Urbana ORGANIZACAO PESSOA
de O PESSOA
Porto LOCAL PESSOA
Alegre LOCAL PESSOA
e O O
abriram O O
o O O
show O O
com O O
o O O
clássico O O
Amigo OBRA ABSTRACCAO
Punk OBRA ABSTRACCAO
. O O
A O O
certa O O
altura O O
, O O
o O O
vocalista O O
Richard PESSOA PESSOA
Serraria PESSOA PESSOA
chamou O O
o O O
público O O
que O O
dançava O O
na O O
fila O O
do O O
gargarejo O O
a O O
subir O O
ao O O
palco O O
, O O
com O O
o O O
comentário O O
'' O O
É O O
software O O
livre O O
, O O
é O O
palco O O
livre O O
, O O
mas O O
acho O O
que O O
a O O
cara O O
feia O O
dos O O
seguranças O O
não O O
motivou O O
o O O
pessoal O O
a O O
se O O
arriscar O O
. O O
Não O O
que O O
isso O O
tenha O O
sido O O
problema O O
: O O
Richard PESSOA PESSOA
acabou O O
o O O
show O O
no O O
meio O O
da O O
massa O O
, O O
cantando O O
com O O
as O O
mãos O O
pra O O
cima O O
, O O
pra O O
alegria O O
de O O
todos O O
. O O
A O O
segunda O O
atração O O
foi O O
o O O
DJ PESSOA PESSOA
Dolores PESSOA PESSOA
, O O
que O O
antes O O
de O O
tocar O O
comentou O O
que O O
muita O O
gente O O
considerava O O
que O O
fazer O O
música O O
no O O
computador O O
era O O
como O O
enviar O O
um O O
e-mail O O
, O O
uma O O
atividade O O
burocrática O O
e O O
sem O O
vida O O
. O O
Pra O O
fechar O O
o O O
seu O O
discurso O O
, O O
largou O O
um O O
`` O O
Então O O
me O O
dêem O O
licença O O
que O O
eu O O
vou O O
ali O O
passar O O
um O O
e-mail O O
, O O
sob O O
os O O
aplausos O O
do O O
público O O
. O O
O O O
ponto O O
alto O O
foi O O
o O O
dueto O O
com O O
a O O
rabeca O O
do O O
Maciel PESSOA PESSOA
Salustiano PESSOA PESSOA
, O O
filho O O
do O O
Mestre PESSOA PESSOA
Salustiano PESSOA PESSOA
, O O
que O O
fizeram O O
uma O O
performance O O
de O O
arrepiar O O
. O O
Na O O
seqüência O O
, O O
vieram O O
os O O
DJs O PESSOA
Lucio PESSOA PESSOA
K PESSOA PESSOA
e O O
JC PESSOA ORGANIZACAO
, O O
ganhadores O O
do O O
Overmixter ACONTECIMENTO PESSOA
, O O
Concurso ACONTECIMENTO PESSOA
de ACONTECIMENTO PESSOA
Remixes ACONTECIMENTO PESSOA
Brasil-África ACONTECIMENTO PESSOA
do ACONTECIMENTO PESSOA
Sul ACONTECIMENTO PESSOA
. O O
O O O
sul-africano O O
JC PESSOA O
abriu O O
os O O
trabalhos O O
com O O
o O O
seu O O
remix O O
vencedor O O
e O O
convidou O O
o O O
público O O
a O O
bater O O
palma O O
enquanto O O
a O O
mistura O O
sonora O O
invadia O O
o O O
recinto O O
. O O
Em O O
seguida O O
, O O
foi O O
a O O
vez O O
do O O
Lucio PESSOA PESSOA
K PESSOA PESSOA
, O O
com O O
o O O
seu O O
remix O O
vencedor O O
Tudo OBRA O
Vem OBRA O
da OBRA O
África OBRA LOCAL
e O O
com O O
uma O O
faixa O O
do O O
seu O O
último O O
disco O O
, O O
que O O
mistura O O
carimbó O O
com O O
música O O
eletrônica O O
, O O
agitando O O
a O O
platéia O O
. O O
Pra O O
valer O O
: O O
'' O O
No O O
final O O
, O O
ainda O O
recebi O O
de O O
um O O
espectador O O
um O O
dos O O
melhores O O
elogios O O
possíveis O O
: O O
`` O O
fiquei O O
impressionado O O
com O O
o O O
groove O O
que O O
você O O
tem O O
, O O
mesmo O O
sendo O O
branco O O
assim O O
! O O
, O O
diverte-se O O
o O O
Lucio PESSOA PESSOA
. O O
Encerrando O O
a O O
noite O O
, O O
os O O
pernambucanos O PESSOA
do O PESSOA
Mombojó PESSOA PESSOA
fizeram O O
um O O
ótimo O O
show O O
, O O
com O O
o O O
público O O
cantando O O
junto O O
e O O
dançando O O
. O O
No O O
final O O
, O O
o O O
vocalista O O
Felipe PESSOA PESSOA
S. PESSOA PESSOA
convidou O O
o O O
povo O O
pra O O
subir O O
ao O O
palco O O
, O O
e O O
ao O O
contrário O O
do O O
show O O
da O O
Bataclã PESSOA ORGANIZACAO
, O O
o O O
convite O O
foi O O
aceito O O
, O O
com O O
uma O O
galera O O
invadindo O O
o O O
palco O O
e O O
pulando O O
muito O O
, O O
pelo O O
menos O O
até O O
a O O
hora O O
em O O
que O O
os O O
seguranças O O
começaram O O
a O O
tirar O O
todo O O
mundo O O
de O O
lá O O
. O O
Mas O O
foi O O
uma O O
bela O O
forma O O
de O O
terminar O O
a O O
festa O O
, O O
com O O
alegria O O
e O O
empolgação O O
, O O
características O O
que O O
marcaram O O
não O O
só O O
os O O
shows O O
como O O
os TEMPO TEMPO
três TEMPO TEMPO
dias TEMPO TEMPO
de O O
Criei ACONTECIMENTO PESSOA
, ACONTECIMENTO O
Tive ACONTECIMENTO PESSOA
Como ACONTECIMENTO O
! ACONTECIMENTO O
. O O
E O O
no O O
que O O
depender O O
do O O
Vj PESSOA O
pixel O O
, O O
que O O
pela O O
segunda O O
vez O O
fez O O
a O O
ambientação O O
visual O O
do O O
show O O
-LRI- O O
esse TEMPO TEMPO
ano TEMPO TEMPO
ao O O
lado O O
do O O
inglês O PESSOA
Salsaman PESSOA PESSOA
-RRI- O O
, O O
o O O
Criei ACONTECIMENTO PESSOA
tem O O
tudo O O
para O O
melhorar O O
cada O O
vez O O
mais O O
empolgante O O
: O O
`` O O
A O O
gente O O
gostou O O
muito O O
da O O
estrutura O O
que O O
tem O O
aqui O O
, O O
todo O O
mundo O O
tá O O
adorando O O
fazer O O
. O O
Nossa O O
intenção O O
é O O
, O O
terminando O O
o O O
evento O O
, O O
refletir O O
sobre O O
isso O O
e O O
escrever O O
um O O
relatório O O
sobre O O
o O O
que O O
foi O O
bom O O
e O O
o O O
que O O
foi O O
ruim O O
, O O
pra O O
no TEMPO TEMPO
ano TEMPO TEMPO
que TEMPO O
vem TEMPO O
fazer O O
uma O O
estrutura O O
semelhante O O
, O O
mas O O
ainda O O
melhor O O
'' O O
. O O
Pelo O O
que O O
vi O O
nos TEMPO TEMPO
três TEMPO TEMPO
dias TEMPO TEMPO
de O O
evento O O
, O O
tenho O O
certeza O O
que O O
esse O O
objetivo O O
vai O O
ser O O
alcançado O O
. O O
Cavalo-marinho ACONTECIMENTO O
Boi ACONTECIMENTO PESSOA
PIntado ACONTECIMENTO PESSOA
, O O
o TEMPO TEMPO
dia TEMPO TEMPO
de TEMPO TEMPO
Reis TEMPO TEMPO
e O O
a O O
Lei OBRA PESSOA
Rouanet OBRA PESSOA
, O O
Recife LOCAL PESSOA
, O O
PE LOCAL ORGANIZACAO
· O O
05/1 TEMPO O
Rosa PESSOA PESSOA
Campello PESSOA PESSOA
· O PESSOA
Recife LOCAL PESSOA
-LRI- O O
PE LOCAL ORGANIZACAO
-RRI- O O
· O O
31/12/2007 TEMPO VALOR
11:18 TEMPO VALOR
· O VALOR
137 VALOR VALOR
votos O OBRA
Celebração O OBRA
ao TEMPO OBRA
Dia TEMPO OBRA
de TEMPO OBRA
Reis TEMPO OBRA
, O O
evento O O
que O O
acontece O O
sempre O TEMPO
dia TEMPO TEMPO
06 TEMPO TEMPO
de TEMPO TEMPO
janeiro TEMPO TEMPO
, O O
estaremos O O
antecipando-o O O
um O O
pouco O O
, O O
para TEMPO TEMPO
o TEMPO TEMPO
dia TEMPO TEMPO
05 TEMPO TEMPO
de TEMPO TEMPO
janeiro TEMPO TEMPO
de TEMPO TEMPO
2008 TEMPO TEMPO
, O O
e O O
com O O
motivos O O
de O O
sobra O O
para O O
comemorá-lo O O
: O O
Mestre PESSOA PESSOA
Grimário PESSOA PESSOA
acaba O O
de O O
receber O O
incentivo O O
para O O
finalizar O O
seu O O
CD O COISA
CAVALO-MARINHO OBRA COISA
BOI OBRA COISA
PINTADO OBRA O
, O O
o O O
qual O O
tem O O
a O O
participação O O
especial O O
das O O
crianças O O
do O O
Ponto ORGANIZACAO PESSOA
de ORGANIZACAO PESSOA
Cultura ORGANIZACAO PESSOA
do O PESSOA
MOVIMENTO ORGANIZACAO PESSOA
PRÓ-CRIANÇA ORGANIZACAO PESSOA
através O PESSOA
da O PESSOA
Lei OBRA PESSOA
Rouanet OBRA PESSOA
!!!!!!!!!!!!!!!!!!!!!!!! O O
A O O
Empresa O O
socialmente O O
responsável O O
, O O
é O O
a O O
STN ORGANIZACAO ORGANIZACAO
- ORGANIZACAO O
SISTEMA ORGANIZACAO O
DE ORGANIZACAO O
TRANSMISSÃO ORGANIZACAO O
DO ORGANIZACAO O
NORDESTE ORGANIZACAO O
. O O
'' O O
CAVALO-MARINHO ABSTRACCAO O
, O O
Uma O O
Dança O PESSOA
Dramática O PESSOA
Brasileira O PESSOA
: O O
Cavalo-marinho ABSTRACCAO O
, O O
uma O O
tradição O O
folclórica O O
do O O
ciclo O O
de TEMPO TEMPO
Natal TEMPO TEMPO
, O O
é O O
a O O
versão O O
pernambucana O O
do O O
Bumba-meu-Boi ABSTRACCAO ORGANIZACAO
. O O
Encontrado O O
em O O
toda O O
parte O O
do O O
Brasil LOCAL LOCAL
, O O
o O O
Bumba-meu-boi ABSTRACCAO PESSOA
é O O
uma O O
dança O O
dramática O O
que O O
tem O O
como O O
elemento O O
principal O O
a O O
morte O O
e O O
ressurreição O O
do O O
boi O O
mágico O O
. O O
Uma O O
apresentação O O
de O O
cavalo-marinho O O
abrange O O
música O O
vocal O O
, O O
dança O O
, O O
cenas O O
dramáticas O O
, O O
ação O O
, O O
poesia O O
improvisada O O
, O O
música O O
instrumental O O
, O O
máscaras O O
e O O
fantasias O O
. O O
No O O
interior O O
, O O
para O O
o O O
norte O O
do O O
Recife LOCAL LOCAL
, O O
apresenta-se O O
durante O O
a O O
safra O O
da O O
cana-de-açúcar O O
-LRI- O O
agosto TEMPO O
a TEMPO O
janeiro TEMPO O
-RRI- O O
. O O
O O O
enredo O O
do O O
Cavalo-marinho ABSTRACCAO O
concentra-se O O
em O O
torno O O
do O O
Capitão PESSOA LOCAL
, O O
um O O
proprietário O O
rural O O
que O O
tinha O O
deixado O O
suas O O
terras O O
sob O O
o O O
controle O O
de O O
Mateus PESSOA PESSOA
e O O
Sebastião PESSOA PESSOA
, O O
dois O O
vaqueiros O O
. O O
O O O
Capitão PESSOA PESSOA
deseja O O
celebrar O O
a O O
volta O O
dele O O
às O O
suas O O
terras O O
, O O
mas O O
, O O
os O O
vaqueiros O O
não O O
deixam O O
. O O
O O O
Capitão PESSOA PESSOA
manda O O
um O O
Soldado PESSOA PESSOA
tirar O O
a O O
licença O O
à O O
força O O
, O O
e O O
ele O O
consegue O O
, O O
após O O
muita O O
confusão O O
cômica O O
e O O
pancadas O O
altas O O
, O O
mas O O
, O O
sem O O
dor O O
, O O
das O O
bexigas O O
de O O
boi O O
que O O
o O O
Mateus PESSOA PESSOA
e O O
o O O
Sebastião PESSOA PESSOA
usam O O
como O O
armas O O
e O O
instrumentos O O
musicais O O
. O O
Agora O O
é O O
a O O
vez O O
do O O
Mestre PESSOA PESSOA
Ambrósio PESSOA PESSOA
, O O
que O O
imita O O
todas O O
as O O
personagens O O
do O O
folguedo O O
, O O
que O O
continua O O
com O O
uma O O
longa O O
seqüência O O
de O O
danças O O
pelo O O
Capitão PESSOA ORGANIZACAO
e O O
seus O O
Galantes PESSOA ORGANIZACAO
, O O
uma O O
guarda O O
de O O
honra O O
. O O
Entre O O
elas O O
, O O
são O O
danças O O
em O O
homenagem O O
aos O O
Reis PESSOA PESSOA
Magos PESSOA PESSOA
, O O
que O O
compartilha O O
temas O O
musicais O O
com O O
as O O
devoções O O
de O O
Reis PESSOA PESSOA
no O O
Portugal LOCAL LOCAL
, O O
e O O
uma O O
para O O
São PESSOA PESSOA
Gonçalo PESSOA PESSOA
de O PESSOA
Amarante LOCAL PESSOA
. O O
Entram O O
, O O
em O O
seguida O O
, O O
dezenas O O
de O O
personagens O O
, O O
cada O O
uma O O
das O O
quais O O
faz O O
parte O O
do O O
mundo O O
do O O
engenho-de-açúcar O O
. O O
Entre O O
elas O O
, O O
há O O
personagens O O
realísticas O O
, O O
como O O
o O O
Valentão PESSOA PESSOA
, O O
o O O
Cangaceiro PESSOA PESSOA
e O O
o O O
Vaqueiro PESSOA PESSOA
- O O
que O O
fala O O
na O O
poesia O O
do O O
Sertão LOCAL LOCAL
, O O
e O O
imaginárias O O
- O O
como O O
o O O
Caboclo PESSOA PESSOA
de O PESSOA
Urubá LOCAL PESSOA
. O O
A O O
apresentação O O
termina O O
com O O
a O O
entrada O O
, O O
dança O O
, O O
morte O O
e O O
ressurreição O O
do O O
Boi COISA LOCAL
. O O
O O O
acompanhamento O O
musical O O
fica O O
por O O
conta O O
do O O
banco O O
, O O
um O O
grupo O O
de O O
músicos O O
que O O
tocam O O
Rabeca COISA PESSOA
, O O
Pandeiro COISA PESSOA
, O O
Bage COISA ABSTRACCAO
-LRI- O O
Reco-reco COISA O
-RRI- O O
e O O
Mineiro COISA PESSOA
-LRI- O O
Ganzá COISA LOCAL
-RRI- O O
. O O
Os O O
Percussionistas PESSOA PESSOA
e O O
, O O
às TEMPO TEMPO
vezes TEMPO TEMPO
, O O
o O O
Rabequeiro PESSOA PESSOA
também O O
cantam O O
. O O
Entre O O
seqüências O O
, O O
se O O
ouve O O
toadas O O
do O O
vasto O O
repertório O O
, O O
versos O O
improvisados O O
e O O
música O O
instrumental O O
para O O
dança O O
. O O
Durante TEMPO TEMPO
os TEMPO TEMPO
anos TEMPO TEMPO
90 TEMPO TEMPO
, O O
o O O
interesse O O
no O O
Cavalo-marinho ABSTRACCAO O
por O O
parte O O
do O O
público O O
da O O
região O O
metropolitana O O
do O O
Recife LOCAL LOCAL
tem O O
crescido O O
muito O O
, O O
como O O
parte O O
de O O
um O O
ressurgimento O O
de O O
interesse O O
na O O
cultura O O
popular O O
em O O
geral O O
. O O
Jovens O O
visitam O O
o O O
interior O O
para O O
assistir O O
a O O
apresentações O O
e O O
para O O
entrar O O
no O O
Mergulhão ACONTECIMENTO LOCAL
- O O
a O O
dança O O
de O O
abertura O O
do O O
Cavalo-marinho ACONTECIMENTO O
, O O
e O O
existem O O
diversos O O
projetos O O
de O O
pesquisa O O
e O O
documentação O O
'' O O
. O O
Texto O O
: O O
John PESSOA PESSOA
Murphy PESSOA PESSOA
, O O
Ph.D. O O
, O O
Etnomusicólogo O PESSOA
e O O
professor O O
de O O
música O O
na O O
Western ORGANIZACAO ORGANIZACAO
Illinois ORGANIZACAO ORGANIZACAO
University ORGANIZACAO ORGANIZACAO
-LRI- O O
até TEMPO TEMPO
2001 TEMPO TEMPO
-RRI- O O
e O O
a O O
University ORGANIZACAO ACONTECIMENTO
of ORGANIZACAO ACONTECIMENTO
North ORGANIZACAO ACONTECIMENTO
Texas ORGANIZACAO ACONTECIMENTO
-LRI- O O
à O TEMPO
partir O TEMPO
de O TEMPO
Agosto O TEMPO
de O TEMPO
2001 O TEMPO
-RRI- O O
. O O
Na O O
internet O O
, O O
no O O
cinema O O
, O O
na O O
TV O LOCAL
, O O
na O O
Locadora LOCAL PESSOA
Carlos PESSOA PESSOA
Gerbase PESSOA PESSOA
faz O O
parte O O
de O O
uma O O
geração O O
de O O
cineastas O O
que O O
apareceu O O
em O O
Porto LOCAL LOCAL
Alegre LOCAL LOCAL
nos TEMPO TEMPO
anos TEMPO TEMPO
90 TEMPO TEMPO
, O O
com O O
a O O
intenção O O
de O O
colocar O O
o O O
Rio LOCAL LOCAL
Grande LOCAL LOCAL
do LOCAL LOCAL
Sul LOCAL LOCAL
no O O
mapa O O
nacional O O
da O O
Sétima ABSTRACCAO ORGANIZACAO
Arte ABSTRACCAO ORGANIZACAO
. O O
Através O O
da O O
Casa ORGANIZACAO LOCAL
de ORGANIZACAO LOCAL
Cinema ORGANIZACAO LOCAL
de O LOCAL
Porto LOCAL LOCAL
Alegre LOCAL LOCAL
, O O
esse O O
grupo O O
produziu O O
obras-primas O O
como O O
o O O
curta-metragem O O
Ilha OBRA OBRA
das OBRA OBRA
Flores OBRA OBRA
e O O
apresentou O O
para O O
o O O
país O O
cineastas O O
como O O
Jorge PESSOA PESSOA
Furtado PESSOA PESSOA
, O O
considerado O O
um O O
dos O O
mais O O
interessantes O O
realizadores O O
do O O
cinema O O
brasileiro O O
atual O O
. O O
Gerbase PESSOA O
faz O O
parte O O
desse O O
grupo O O
e O O
, O O
mantendo O O
a O O
tradição O O
, O O
coloca O O
mais O O
uma O O
questão O O
para O O
a O O
produção O O
nacional O O
ao O O
lançar O O
seu O O
novo O O
filme O O
3 OBRA O
Efes OBRA O
simultaneamente O O
no O O
cinema O O
, O O
na O O
TV O O
, O O
na O O
internet O O
e O O
em O O
DVD O ORGANIZACAO
. O O
`` O O
Só O O
faltou O O
a O O
versão O O
rádio O O
'' O O
, O O
brincou O O
ele O O
, O O
bem-humorado O O
, O O
com O O
a O O
reportagem O O
do O O
jornal O O
fluminense O O
O ORGANIZACAO O
Globo ORGANIZACAO O
. O O
Segundo O O
a O O
sinopse O O
oferecida O O
pela O O
produção O O
do O O
filme O O
, O O
'' O O
3 OBRA OBRA
Efes OBRA OBRA
é O O
uma O O
comédia O O
dramática O O
que O O
aborda O O
as O O
dificuldades O O
- O O
afetivas O O
, O O
financeiras O O
e O O
culturais O O
- O O
enfrentadas O O
por O O
um O O
grupo O O
de O O
personagens O O
que O O
circula O O
em O O
torno O O
de O O
Sissi PESSOA PESSOA
, O O
uma O O
jovem O O
universitária O O
que O O
sustenta O O
, O O
a O O
duras O O
penas O O
, O O
o O O
pai O O
viúvo O O
e O O
o O O
irmão O O
pequeno O O
. O O
Nessa O O
situação O O
de O O
dificuldade O O
, O O
Sissi PESSOA PESSOA
recorre O O
aos O O
conselhos O O
de O O
sua O O
tia O O
, O O
Martina PESSOA PESSOA
, O O
uma O O
dona-de-casa O O
entediada O O
que O O
, O O
em O O
meio O O
a O O
uma O O
crise O O
no O O
seu O O
casamento O O
com O O
o O O
publicitário O PESSOA
Rogério PESSOA PESSOA
, O O
fica O O
irresistivelmente O O
atraída O O
por O O
William PESSOA PESSOA
, O O
um O O
simples O O
catador O O
de O O
papel O O
. O O
Rogério PESSOA O
também O O
está O O
em O O
apuros O O
: O O
sua O O
última O O
campanha O O
publicitária O O
deu O O
errado O O
, O O
e O O
agora O O
ele O O
precisa O O
dar O O
um O O
jeito O O
de O O
salvar O O
seu O O
emprego O O
- O O
de O O
qualquer O O
jeito O O
. O O
Assim O O
, O O
sob O O
todas O O
essas O O
pressões O O
do O O
cotidiano O O
, O O
os O O
personagens O O
acabam O O
tomando O O
importantes O O
decisões O O
que O O
vão O O
mudar O O
muita O O
coisa O O
entre O O
eles O O
- O O
e O O
também O O
provocar O O
algumas O O
situações O O
inusitadas O O
'' O O
. O O
O O O
filme O O
, O O
que O O
chegou O O
ao O O
público O O
no TEMPO TEMPO
dia TEMPO TEMPO
7 TEMPO TEMPO
de TEMPO TEMPO
dezembro TEMPO TEMPO
, O O
já O O
pode O O
ser O O
visto O O
pelo O O
site O O
www.3efes.com.br O O
. O O
Confira O O
a O O
entrevista O O
exclusiva O O
com O O
o O O
diretor PESSOA O
Carlos PESSOA PESSOA
Gerbase PESSOA PESSOA
: O O
Amazonas LOCAL PESSOA
- O O
Índios PESSOA O
querem O O
sobrenomes O O
característicos O O
da O O
etnia O O
HOME O O
PAGE O O
RONDONIA LOCAL O
AO LOCAL O
VIVO LOCAL O
, O O
24.12.2007 TEMPO PESSOA
Índios PESSOA PESSOA
do O PESSOA
Amazonas LOCAL PESSOA
reivindicam O O
o O O
direito O O
de O O
registrar O O
os O O
filhos O O
de O O
forma O O
organizada O O
, O O
respeitosa O O
e O O
com O O
os O O
sobrenomes O O
que O O
caracterizam O O
suas O O
etnias O O
. O O
Os O O
pontos O O
foram O O
apontados O O
pelos O O
indígenas O O
na O O
reunião O O
de O O
encerramento O O
da O O
primeira O O
fase O O
do O O
Projeto O OBRA
Registro O OBRA
Civil O OBRA
dos O OBRA
Povos PESSOA OBRA
Indígenas PESSOA OBRA
do O OBRA
Amazonas LOCAL OBRA
, O O
que O O
aconteceu O O
na TEMPO TEMPO
última TEMPO TEMPO
semana TEMPO TEMPO
em O O
Manaus LOCAL LOCAL
. O O
De O O
acordo O O
com O O
o O O
projeto O O
, O O
iniciado O O
em TEMPO TEMPO
setembro TEMPO TEMPO
de TEMPO TEMPO
2007 TEMPO TEMPO
, O O
17 VALOR VALOR
líderes O VALOR
indígenas O O
estiveram O O
em O O
44 VALOR VALOR
comunidades O O
no O O
Alto LOCAL LOCAL
Rio LOCAL LOCAL
Negro LOCAL LOCAL
, O O
Alto LOCAL PESSOA
e LOCAL O
Médio LOCAL PESSOA
Solimões LOCAL PESSOA
, O O
Vale LOCAL PESSOA
do LOCAL PESSOA
Javari LOCAL PESSOA
, O O
Purus LOCAL PESSOA
, O O
Juruá LOCAL PESSOA
e O O
Manaus LOCAL PESSOA
para O O
aplicar O O
os O O
questionários O O
de O O
avaliação O O
sobre O O
a O O
atual O O
situação O O
dos O O
registros O O
civis O O
da O O
população O O
e O O
coletar O O
dados O O
para O O
a O O
