Euro	B-COISA_CLASSE
"	O
música	O
contemporânea	O
?	O
Há	O
uma	O
diversidade	O
de	O
manifestações	O
que	O
se	O
movem	O
nesta	O
área	O
,	O
desde	O
as	O
mais	O
exigentes	O
às	O
mais	O
oportunisticamente	O
simplistas	O
,	O
todas	O
sobre	O
essa	O
mesma	O
capa	O
de	O
"	O
música	O
contemporânea	O
"	O
.	O
At	O
2:20	O
AM	O
,	O
DGP	O
said	O
...	O
Claro	O
que	O
sim	O
!	O
Nem	O
sei	O
bem	O
em	O
que	O
contexto	O
escrevi	O
este	O
post	O
.	O
Estava	O
a	O
reler	O
um	O
livro	O
-	O
Revoluções	O
Musicais	O
,	O
a	O
música	O
contemporânea	O
depois	O
de	O
1945	O
Pareceu	O
-	O
me	O
infeliz	O
a	O
frase	O
de	O
Heinz	B-PESSOA_INDIVIDUAL
-	I-PESSOA_INDIVIDUAL
Klaus	I-PESSOA_INDIVIDUAL
(	O
"	O
já	O
não	O
é	O
a	O
música	O
que	O
se	O
tornou	O
incompreensível	O
mas	O
sim	O
o	O
público	O
)	O
No	O
fundo	O
aquilo	O
de	O
que	O
discordo	O
é	O
o	O
facto	O
de	O
neste	O
caso	O
o	O
criador	O
estar	O
de	O
fora	O
do	O
grupo	O
colectivo	O
.	O
É	O
claro	O
que	O
é	O
mais	O
apetecível	O
e	O
mais	O
fácil	O
,	O
mas	O
depois	O
falta	O
-	O
lhe	O
amor	O
.	O
(	O
Como	O
tão	O
bem	O
defeniu	O
no	O
post	O
em	O
que	O
falava	O
de	O
Alvaro	B-PESSOA_INDIVIDUAL
Cunhal	I-PESSOA_INDIVIDUAL
)	O
De	O
qualquer	O
maneira	O
e	O
infelizmente	O
,	O
não	O
conheço	O
música	O
feita	O
nos	B-TEMPO_TEMPO_CALEND
últimos	I-TEMPO_TEMPO_CALEND
anos	I-TEMPO_TEMPO_CALEND
.	O
H5N1	B-COISA_SUBSTANCIA
:	O
Mais	B-VALOR_QUANTIDADE
de	I-VALOR_QUANTIDADE
32	I-VALOR_QUANTIDADE
mil	I-VALOR_QUANTIDADE
mortos	O
se	O
pandemia	O
atingisse	O
Portugal	B-PESSOA_POVO
Mais	B-VALOR_QUANTIDADE
de	I-VALOR_QUANTIDADE
32	I-VALOR_QUANTIDADE
mil	I-VALOR_QUANTIDADE
pessoas	O
poderiam	O
morrer	O
se	O
uma	O
pandemia	O
de	O
gripe	O
humana	O
de	O
origem	O
aviária	O
atingisse	O
Portugal	B-PESSOA_POVO
,	O
segundo	O
cenários	O
elaborados	O
este	B-TEMPO_TEMPO_CALEND
ano	I-TEMPO_TEMPO_CALEND
por	O
peritos	O
do	O
Instituto	B-ORGANIZACAO_INSTITUICAO
Nacional	I-ORGANIZACAO_INSTITUICAO
de	I-ORGANIZACAO_INSTITUICAO
Saúde	I-ORGANIZACAO_INSTITUICAO
Ricardo	I-ORGANIZACAO_INSTITUICAO
Jorge	I-ORGANIZACAO_INSTITUICAO
.	O
Na	B-TEMPO_TEMPO_CALEND
quinta	I-TEMPO_TEMPO_CALEND
-	I-TEMPO_TEMPO_CALEND
feira	I-TEMPO_TEMPO_CALEND
,	O
a	O
Organização	B-ORGANIZACAO_INSTITUICAO
Mundial	I-ORGANIZACAO_INSTITUICAO
de	I-ORGANIZACAO_INSTITUICAO
Saúde	I-ORGANIZACAO_INSTITUICAO
confirmou	O
que	O
um	O
paquistanês	O
vítima	O
da	O
gripe	O
das	O
aves	O
tinha	O
contraído	O
o	O
vírus	O
H5N1	B-COISA_SUBSTANCIA
de	O
outro	O
humano	O
,	O
apesar	O
de	O
os	O
peritos	O
afastarem	O
ainda	O
qualquer	O
risco	O
de	O
contaminação	O
generalizado	O
.	O
Em	O
Portugal	B-LOCAL_HUMANO
,	O
o	O
Instituto	B-ORGANIZACAO_INSTITUICAO
Nacional	I-ORGANIZACAO_INSTITUICAO
de	I-ORGANIZACAO_INSTITUICAO
Saúde	I-ORGANIZACAO_INSTITUICAO
elaborou	O
cenários	O
de	O
uma	O
eventual	O
pandemia	O
de	O
gripe	O
humana	O
de	O
origem	O
em	O
aves	O
,	O
que	O
poderá	O
ou	O
não	O
ser	O
desencadeada	O
pelo	O
H5N1	B-COISA_SUBSTANCIA
,	O
a	O
estirpe	O
do	O
vírus	O
mais	O
mortal	O
até	O
agora	O
conhecida	O
.	O
Os	O
cenários	O
tiveram	O
em	O
conta	O
a	O
utilização	O
do	O
Oseltamivir	B-COISA_SUBSTANCIA
(	O
o	O
anti	O
-	O
viral	O
tido	O
como	O
o	O
mais	O
eficaz	O
contra	O
uma	O
eventual	O
pandemia	O
com	O
origem	O
da	O
gripe	O
das	O
aves	O
)	O
,	O
mas	O
não	O
consideraram	O
outras	O
medidas	O
de	O
saúde	O
pública	O
,	O
apesar	O
de	O
os	O
autores	O
admitirem	O
que	O
estas	O
«	O
terão	O
um	O
efeito	O
principal	O
,	O
embora	O
não	O
exclusivo	O
,	O
na	O
diminuição	O
da	O
incidência	O
da	O
doença	O
e	O
,	O
portanto	O
,	O
nas	O
taxas	O
de	O
ataque	O
»	O
.	O
Os	O
autores	O
dos	O
cenários	O
basearam	O
o	O
seu	O
cálculo	O
em	O
três	O
taxas	O
de	O
ataque	O
(	O
30	B-VALOR_QUANTIDADE
,	O
35	B-VALOR_QUANTIDADE
e	O
40	B-VALOR_QUANTIDADE
por	I-VALOR_QUANTIDADE
cento	I-VALOR_QUANTIDADE
da	O
população	O
)	O
,	O
admitindo	O
que	O
a	O
pandemia	O
evoluiria	O
em	O
duas	O
ondas	O
.	O
Os	O
peritos	O
consideram	O
provável	O
que	O
,	O
com	O
uma	O
taxa	O
de	O
ataque	O
de	O
30	B-VALOR_QUANTIDADE
por	I-VALOR_QUANTIDADE
cento	I-VALOR_QUANTIDADE
,	O
existiriam	O
3.106.835	B-VALOR_QUANTIDADE
casos	O
de	O
gripe	O
,	O
3.624.641	B-VALOR_QUANTIDADE
numa	O
taxa	O
de	O
ataque	O
de	O
35	B-VALOR_QUANTIDADE
por	I-VALOR_QUANTIDADE
cento	I-VALOR_QUANTIDADE
e	O
4.142.447	B-VALOR_QUANTIDADE
perante	O
a	O
mais	O
severa	O
taxa	O
de	O
ataque	O
(	O
40	B-VALOR_QUANTIDADE
por	I-VALOR_QUANTIDADE
cento	I-VALOR_QUANTIDADE
)	O
.	O
O	O
vírus	O
na	O
maçã	O
.	O
A	O
chamada	O
Cultura	B-ABSTRACCAO_NOME
Pop	I-ABSTRACCAO_NOME
sempre	O
foi	O
gerada	O
no	O
caldeirão	O
fervente	O
das	O
periferias	O
.	O
Obvio	O
ululante	O
.	O
Mesmo	O
a	O
cultura	O
HipHop	B-ABSTRACCAO_DISCIPLINA
,	O
este	O
emaranhado	O
de	O
atitudes	O
sócio	O
culturais	O
atribuído	O
à	O
juventude	O
desvalida	O
das	O
grandes	O
metrópoles	O
norte	O
americanas	O
,	O
pode	O
ser	O
descrita	O
,	O
coerentemente	O
,	O
como	O
o	O
ôvo	O
do	O
futuro	O
,	O
gerado	O
no	O
mais	O
remoto	O
e	O
desprezado	O
dos	O
passados	O
.	O
Pura	O
relatividade	O
,	O
portanto	O
.	O
Sejamos	O
francos	O
:	O
Não	O
há	O
'	O
modernidade	O
'	O
,	O
'	O
novidade	O
'	O
possível	O
(	O
pelo	O
menos	O
em	O
se	O
tratando	O
de	O
música	O
e	O
dança	O
populares	O
)	O
fora	O
do	O
contexto	O
efervescente	O
das	O
periferias	O
.	O
Fora	O
dos	O
guetos	O
e	O
favelas	O
nada	O
se	O
cria	O
.	O
Tudo	O
se	O
copia	O
.	O
Sempre	O
foi	O
assim	O
e	O
,	O
talvez	O
,	O
sempre	O
será	O
.	O
O	O
eixo	O
irradiador	O
de	O
toda	O
esta	O
fervura	O
é	O
o	O
mesmo	O
eixo	O
de	O
um	O
centro	O
econômico	O
de	O
cada	O
época	O
,	O
cada	O
ocasião	O
,	O
no	O
caso	O
,	O
em	B-TEMPO_TEMPO_CALEND
nossos	I-TEMPO_TEMPO_CALEND
dias	I-TEMPO_TEMPO_CALEND
,	O
Nova	B-LOCAL_HUMANO
York	I-LOCAL_HUMANO
,	O
onde	O
vicejaram	O
o	O
Rap	B-ABSTRACCAO_DISCIPLINA
,	O
o	O
Street	B-ABSTRACCAO_DISCIPLINA
Dance	I-ABSTRACCAO_DISCIPLINA
,	O
o	O
Grafitti	B-ABSTRACCAO_DISCIPLINA
,	O
manifestações	O
criadas	O
nas	O
periferias	O
da	O
grande	O
maçã	O
podre	O
,	O
a	O
Big	B-LOCAL_HUMANO
Apple	I-LOCAL_HUMANO
sem	O
Beatles	B-PESSOA_GRUPOMEMBRO
,	O
sem	O
MacIntosh	B-COISA_CLASSE
,	O
sem	O
nada	O
.	O
Cultura	O
popular	O
orgânica	O
,	O
com	O
potência	O
de	O
vírus	O
(	O
benigno	O
?	O
)	O
,	O
estas	O
manifestações	O
são	O
,	O
em	O
ultima	O
análise	O
,	O
o	O
antídoto	O
humanizador	O
para	O
o	O
veneno	O
intrínseco	O
a	O
um	O
sistema	O
arcaico	O
e	O
carcomido	O
(	O
pelo	O
menos	O
do	O
ponto	O
de	O
vista	O
cultural	O
)	O
,	O
totalmente	O
'	O
out	O
'	O
e	O
'	O
nada	O
a	O
ver	O
'	O
.	O
Se	O
duvidam	O
,	O
experimentem	O
traçar	O
uma	O
linha	O
de	O
tempo	O
e	O
enxerguem	O
(	O
em	O
preto	O
&	O
amp	O
;	O
branco	O
,	O
é	O
claro	O
)	O
,	O
lá	O
longe	O
,	O
nos	B-TEMPO_TEMPO_CALEND
idos	I-TEMPO_TEMPO_CALEND
dos	I-TEMPO_TEMPO_CALEND
anos	I-TEMPO_TEMPO_CALEND
50	I-TEMPO_TEMPO_CALEND
,	O
um	O
grupo	O
de	O
negros	O
marcando	O
o	O
tempo	O
com	O
o	O
estalar	O
dos	O
dedos	O
,	O
criando	O
vocais	O
em	O
contraponto	O
,	O
nas	O
esquinas	O
de	O
conjuntos	O
habitacionais	O
infectos	O
ou	O
cantos	O
de	O
quadras	O
de	O
basqueteball	O
suburbanas	O
.	O
Soul	B-ABSTRACCAO_DISCIPLINA
e	O
Funk	B-ABSTRACCAO_DISCIPLINA
básicos	O
(	O
e	O
ainda	O
o	O
velho	O
Rock	B-ABSTRACCAO_DISCIPLINA
and	I-ABSTRACCAO_DISCIPLINA
Roll	I-ABSTRACCAO_DISCIPLINA
)	O
,	O
rolando	O
já	O
ali	O
naquelas	O
manifestações	O
atávicas	O
,	O
quase	O
ancestrais	O
.	O
Firmem	O
a	O
vista	O
e	O
vejam	O
o	O
que	O
se	O
dança	O
nestas	O
esquinas	O
.	O
Andem	O
para	O
trás	O
,	O
um	O
pouco	O
mais	O
,	O
e	O
vejam	O
o	O
som	O
das	O
plaquetas	O
metálicas	O
do	O
sapateado	O
ecoando	O
no	O
paralelepípedos	O
das	O
ruas	O
.	O
Isto	O
mesmo	O
!	O
É	O
aquele	O
mesmo	O
sapateado	O
do	O
Gregory	B-PESSOA_INDIVIDUAL
Heynes	I-PESSOA_INDIVIDUAL
,	O
do	O
Sammy	B-PESSOA_INDIVIDUAL
Davis	I-PESSOA_INDIVIDUAL
Junior	I-PESSOA_INDIVIDUAL
,	O
antes	B-TEMPO_TEMPO_CALEND
mal	O
assimilado	O
pelos	O
Fred	O
Astaires	O
de	O
ocasião	O
,	O
usufruidores	O
dos	O
lucros	O
do	O
mainstream	O
,	O
este	O
ambiente	O
insípido	O
,	O
onde	O
tudo	O
que	O
uns	O
criam	O
os	O
outros	O
copiam	O
.	O
Saiam	O
da	O
Broadway	B-LOCAL_HUMANO
,	O
rápido	O
,	O
e	O
vejam	O
mais	O
longe	O
ainda	O
o	O
som	O
vibrante	O
do	O
bate	O
-	O
enxadas	O
e	O
do	O
baticum	O
ritmado	O
das	O
botas	O
dos	O
trabalhadores	O
das	O
estradas	O
de	O
ferro	O
que	O
cruzaram	O
os	O
States	B-LOCAL_HUMANO
de	O
leste	O
á	O
oeste	O
,	O
unificando	O
as	O
distancias	O
,	O
antes	B-TEMPO_TEMPO_CALEND
,	O
sofridamente	O
,	O
percorridas	O
à	O
cavalo	O
ou	O
pelas	O
empoeiradas	O
diligências	O
que	O
conhecemos	O
nos	O
filmes	O
de	O
Far	B-ABSTRACCAO_DISCIPLINA
West	I-ABSTRACCAO_DISCIPLINA
(	O
e	O
bota	O
Far	O
nisto	O
)	O
.	O
Escutem	O
o	O
que	O
eles	O
cantam	O
.	O
Há	O
work	O
songs	O
,	O
Gospels	B-ABSTRACCAO_DISCIPLINA
,	O
Spirituals	B-ABSTRACCAO_DISCIPLINA
,	O
Rhytm'n	B-ABSTRACCAO_DISCIPLINA
'	I-ABSTRACCAO_DISCIPLINA
Blues	I-ABSTRACCAO_DISCIPLINA
,	O
Soul	B-ABSTRACCAO_DISCIPLINA
e	O
Funk	B-ABSTRACCAO_DISCIPLINA
ainda	O
rolando	O
por	O
ali	O
.	O
Querem	O
regredir	O
um	O
pouco	O
mais	O
?	O
Não	O
?	O
Ok	O
.	O
Já	O
sabemos	O
muito	O
bem	O
onde	O
isto	O
vai	O
dar	O
.	O
Mas	O
,	O
vejam	O
bem	O
,	O
são	O
cruzamentos	O
entre	O
vias	O
as	O
mais	O
diversas	O
,	O
os	O
mais	O
inusitados	O
caminhos	O
.	O
Não	O
importa	O
muito	O
se	O
são	O
negros	O
ou	O
brancos	O
os	O
criadores	O
dos	O
elementos	O
básicos	O
desta	O
cultura	O
urbanopop	O
,	O
que	O
nos	O
apaixona	O
a	O
todos	O
.	O
Afinal	O
,	O
são	O
meros	O
seres	O
humanos	O
os	O
criadores	O
desta	O
força	O
emocional	O
que	O
nos	O
mantém	O
,	O
a	O
todos	O
,	O
unidos	O
,	O
vivos	O
e	O
felizes	O
.	O
Os	O
criadores	O
são	O
o	O
que	O
são	O
-	O
ocorre	O
que	O
,	O
no	O
caso	O
deste	O
nosso	O
estranho	O
mundo	O
'	O
moderno	O
'	O
,	O
eles	O
têm	O
sido	O
negros	O
(	O
ou	O
não	O
brancos	O
,	O
tanto	O
faz	O
)	O
desde	B-TEMPO_TEMPO_CALEND
há	I-TEMPO_TEMPO_CALEND
muito	I-TEMPO_TEMPO_CALEND
tempo	I-TEMPO_TEMPO_CALEND
-	O
É	O
que	O
o	O
universo	O
capitalista	O
é	O
mesmo	O
este	O
insano	O
criador	O
de	O
periferias	O
,	O
pústulas	O
urbanas	O
,	O
lixo	O
debaixo	O
do	O
tapete	O
,	O
encruzilhadas	O
e	O
guerras	O
.	O
Mundo	O
extremista	O
,	O
cruel	O
,	O
que	O
ainda	O
morre	O
disto	O
um	B-TEMPO_GENERICO
dia	I-TEMPO_GENERICO
.	O
Mas	O
,	O
e	O
o	O
Kuduro	B-ABSTRACCAO_DISCIPLINA
?	O
Brasileiros	O
que	O
somos	O
,	O
se	O
focarmos	O
mais	O
ainda	O
a	O
nossa	O
lente	O
,	O
vamos	O
encontrar	O
no	O
Kuduro	B-ABSTRACCAO_DISCIPLINA
,	O
a	O
mais	O
pura	O
essência	O
(	O
os	O
tonalistas	O
também	O
odeiam	O
este	O
conceito	O
)	O
de	O
nossa	O
tão	O
ambígua	O
e	O
fugidia	O
brasilidade	O
.	O
Duvidam	O
?	O
Primeiro	O
bebé	O
de	B-TEMPO_TEMPO_CALEND
2008	I-TEMPO_TEMPO_CALEND
nasceu	O
em	O
Lisboa	B-LOCAL_HUMANO
às	B-TEMPO_TEMPO_CALEND
00:00:30	I-TEMPO_TEMPO_CALEND
segundos	I-TEMPO_TEMPO_CALEND
O	O
provável	O
primeiro	O
bebé	O
português	O
do	B-TEMPO_TEMPO_CALEND
ano	I-TEMPO_TEMPO_CALEND
é	O
do	O
sexo	O
masculino	O
e	O
nasceu	O
aos	B-TEMPO_TEMPO_CALEND
30	I-TEMPO_TEMPO_CALEND
segundos	I-TEMPO_TEMPO_CALEND
de	B-TEMPO_TEMPO_CALEND
hoje	I-TEMPO_TEMPO_CALEND
na	O
Maternidade	B-LOCAL_HUMANO
Alfredo	I-LOCAL_HUMANO
da	I-LOCAL_HUMANO
Costa	I-LOCAL_HUMANO
,	O
em	O
Lisboa	B-LOCAL_HUMANO
,	O
disse	O
à	O
agência	O
Lusa	B-PESSOA_GRUPOMEMBRO
uma	O
fonte	O
daquele	O
hospital	O
.	O
Com	O
3,520	B-VALOR_QUANTIDADE
quilos	I-VALOR_QUANTIDADE
,	O
o	O
bebé	O
nasceu	O
de	O
parto	O
normal	O
e	O
encontra	O
-	O
se	O
bem	O
,	O
tal	O
como	O
a	O
sua	O
mãe	O
,	O
Mariana	B-PESSOA_INDIVIDUAL
,	O
de	O
16	B-VALOR_QUANTIDADE
anos	I-VALOR_QUANTIDADE
.	O
O	O
provável	O
segundo	O
bebé	O
do	B-TEMPO_TEMPO_CALEND
ano	I-TEMPO_TEMPO_CALEND
nasceu	O
no	O
Hospital	B-LOCAL_HUMANO
de	I-LOCAL_HUMANO
São	I-LOCAL_HUMANO
João	I-LOCAL_HUMANO
,	O
no	O
Porto	B-LOCAL_HUMANO
ao	B-TEMPO_TEMPO_CALEND
primeiro	I-TEMPO_TEMPO_CALEND
minuto	I-TEMPO_TEMPO_CALEND
do	I-TEMPO_TEMPO_CALEND
dia	I-TEMPO_TEMPO_CALEND
,	O
de	O
parto	O
normal	O
.	O
Chama	O
-	O
se	O
Francisco	B-ABSTRACCAO_NOME
e	O
é	O
o	O
terceiro	O
filho	O
de	O
um	O
casal	O
residente	O
no	O
Porto	B-LOCAL_HUMANO
,	O
disse	O
à	O
Lusa	B-PESSOA_GRUPOMEMBRO
fonte	O
hospitalar	O
.	O
Ao	B-TEMPO_TEMPO_CALEND
quinto	I-TEMPO_TEMPO_CALEND
minuto	I-TEMPO_TEMPO_CALEND
do	I-TEMPO_TEMPO_CALEND
dia	I-TEMPO_TEMPO_CALEND
,	O
novamente	O
na	O
Maternidade	B-LOCAL_HUMANO
Alfredo	I-LOCAL_HUMANO
da	I-LOCAL_HUMANO
Costa	I-LOCAL_HUMANO
,	O
em	O
Lisboa	B-LOCAL_HUMANO
,	O
nasceu	O
um	O
rapaz	O
,	O
de	O
parto	O
assistido	O
por	O
ventosa	O
,	O
com	O
3,360	B-VALOR_QUANTIDADE
quilos	I-VALOR_QUANTIDADE
.	O
O	O
bebé	O
encontra	O
-	O
se	O
bem	O
,	O
tal	O
como	O
a	O
mãe	O
,	O
Cristina	B-PESSOA_INDIVIDUAL
,	O
de	O
30	B-VALOR_QUANTIDADE
anos	I-VALOR_QUANTIDADE
,	O
disse	O
à	O
Lusa	B-PESSOA_GRUPOMEMBRO
a	O
fonte	O
do	O
hospital	O
.	O
