THANKSGIVING	B-ACONTECIMENTO
Cinema	I-ORGANIZACAO
de	O
Porto	B-LOCAL
Alegre	I-LOCAL
,	O
esse	O
grupo	O
produziu	O
obras	O
-	O
primas	O
como	O
o	O
curta	O
-	O
metragem	O
Ilha	B-OBRA
das	I-OBRA
Flores	I-OBRA
e	O
apresentou	O
para	O
o	O
país	O
cineastas	O
como	O
Jorge	B-PESSOA
Furtado	I-PESSOA
,	O
considerado	O
um	O
dos	O
mais	O
interessantes	O
realizadores	O
do	O
cinema	O
brasileiro	O
atual	O
.	O
Gerbase	B-PESSOA
faz	O
parte	O
desse	O
grupo	O
e	O
,	O
mantendo	O
a	O
tradição	O
,	O
coloca	O
mais	O
uma	O
questão	O
para	O
a	O
produção	O
nacional	O
ao	O
lançar	O
seu	O
novo	O
filme	O
3	B-OBRA
Efes	I-OBRA
simultaneamente	O
no	O
cinema	O
,	O
na	O
TV	O
,	O
na	O
internet	O
e	O
em	O
DVD	O
.	O
"	O
Só	O
faltou	O
a	O
versão	O
rádio	O
"	O
,	O
brincou	O
ele	O
,	O
bem	O
-	O
humorado	O
,	O
com	O
a	O
reportagem	O
do	O
jornal	O
fluminense	O
O	B-ORGANIZACAO
Globo	I-ORGANIZACAO
.	O
Segundo	O
a	O
sinopse	O
oferecida	O
pela	O
produção	O
do	O
filme	O
,	O
"	O
3	B-OBRA
Efes	I-OBRA
é	O
uma	O
comédia	O
dramática	O
que	O
aborda	O
as	O
dificuldades	O
-	O
afetivas	O
,	O
financeiras	O
e	O
culturais	O
-	O
enfrentadas	O
por	O
um	O
grupo	O
de	O
personagens	O
que	O
circula	O
em	O
torno	O
de	O
Sissi	B-PESSOA
,	O
uma	O
jovem	O
universitária	O
que	O
sustenta	O
,	O
a	O
duras	O
penas	O
,	O
o	O
pai	O
viúvo	O
e	O
o	O
irmão	O
pequeno	O
.	O
Nessa	O
situação	O
de	O
dificuldade	O
,	O
Sissi	B-PESSOA
recorre	O
aos	O
conselhos	O
de	O
sua	O
tia	O
,	O
Martina	B-PESSOA
,	O
uma	O
dona	O
-	O
de	O
-	O
casa	O
entediada	O
que	O
,	O
em	O
meio	O
a	O
uma	O
crise	O
no	O
seu	O
casamento	O
com	O
o	O
publicitário	O
Rogério	B-PESSOA
,	O
fica	O
irresistivelmente	O
atraída	O
por	O
William	B-PESSOA
,	O
um	O
simples	O
catador	O
de	O
papel	O
.	O
Rogério	B-PESSOA
também	O
está	O
em	O
apuros	O
:	O
sua	O
última	O
campanha	O
publicitária	O
deu	O
errado	O
,	O
e	O
agora	O
ele	O
precisa	O
dar	O
um	O
jeito	O
de	O
salvar	O
seu	O
emprego	O
-	O
de	O
qualquer	O
jeito	O
.	O
Assim	O
,	O
sob	O
todas	O
essas	O
pressões	O
do	O
cotidiano	O
,	O
os	O
personagens	O
acabam	O
tomando	O
importantes	O
decisões	O
que	O
vão	O
mudar	O
muita	O
coisa	O
entre	O
eles	O
-	O
e	O
também	O
provocar	O
algumas	O
situações	O
inusitadas	O
"	O
.	O
O	O
filme	O
,	O
que	O
chegou	O
ao	O
público	O
no	B-TEMPO
dia	I-TEMPO
7	I-TEMPO
de	I-TEMPO
dezembro	I-TEMPO
,	O
já	O
pode	O
ser	O
visto	O
pelo	O
site	O
www.3efes.com.br	O
.	O
Confira	O
a	O
entrevista	O
exclusiva	O
com	O
o	O
diretor	B-PESSOA
Carlos	I-PESSOA
Gerbase	I-PESSOA
:	O
TERROR	O
,	O
POP	O
ART	O
E	O
CONTRACULTURA	O
A	O
história	O
dos	O
quadrinhos	O
,	O
de	O
Bill	B-PESSOA
Gaines	I-PESSOA
a	O
Roy	B-PESSOA
Lichtenstein	I-PESSOA
Por	O
Vladimir	B-PESSOA
Cunha	I-PESSOA
(	O
yoyodine@hotmail.com	O
)	O
Até	B-TEMPO
1947	I-TEMPO
,	O
o	O
jovem	O
William	B-PESSOA
M.Gaines	I-PESSOA
não	O
passava	O
de	O
um	O
bon	O
-	O
vivant	O
dedicado	O
única	O
e	O
exclusivamente	O
às	O
coisas	O
boas	O
do	O
mundo	O
.	O
Mas	O
só	O
até	B-TEMPO
1947	I-TEMPO
,	O
pois	O
naquele	B-TEMPO
mesmo	I-TEMPO
ano	I-TEMPO
sua	O
vida	O
mudaria	O
drasticamente	O
após	O
a	O
morte	O
de	O
sua	O
mãe	O
num	O
acidente	O
de	O
barco	O
.	O
Profundamente	O
abatido	O
com	O
a	O
tragédia	O
,	O
seu	O
pai	O
,	O
Max	B-PESSOA
Gaines	I-PESSOA
,	O
resolveu	O
retirar	O
-	O
se	O
dos	O
negócios	O
e	O
passou	O
para	O
o	O
filho	O
a	O
missão	O
de	O
tocar	O
adiante	O
a	O
empresa	O
da	O
família	O
,	O
a	O
editora	O
de	O
quadrinhos	O
religiosos	O
Educational	B-ORGANIZACAO
Comics	I-ORGANIZACAO
.	O
O	O
único	O
problema	O
é	O
que	O
quadrinhos	O
religiosos	O
não	O
eram	O
exatamente	O
um	O
gênero	O
de	O
sucesso	O
entre	O
a	O
molecada	O
,	O
que	O
preferia	O
as	O
aventuras	O
do	O
Capitão	B-OBRA
América	I-OBRA
às	O
adaptações	O
carolas	O
de	O
passagens	O
do	O
Novo	B-OBRA
Testamento	I-OBRA
,	O
daí	O
ser	O
compreensível	O
que	O
a	O
Educational	B-ORGANIZACAO
Comics	I-ORGANIZACAO
estivesse	O
em	O
sérias	O
dificuldades	O
financeiras	O
.	O
Entretanto	O
,	O
o	O
destino	O
de	O
Gaines	B-PESSOA
tomaria	O
um	O
rumo	O
inesperado	O
quando	O
ele	O
cruzou	O
o	O
caminho	O
de	O
Al	B-PESSOA
Feldstein	I-PESSOA
,	O
um	O
talentoso	O
artista	O
freelancer	O
em	O
começo	O
de	O
carreira	O
e	O
que	O
,	O
assim	O
como	O
o	O
ex	O
-	O
playboy	O
,	O
adorava	O
aventuras	O
de	O
terror	O
e	O
mistério	O
.	O
Descobertas	O
as	O
afinidades	O
,	O
a	O
dupla	O
juntou	O
as	O
forças	O
e	O
criou	O
duas	O
histórias	O
:	O
A	B-OBRA
Cripta	I-OBRA
do	I-OBRA
Terror	I-OBRA
e	O
A	B-OBRA
Câmara	I-OBRA
do	I-OBRA
Horror	I-OBRA
.	O
E	O
já	O
que	O
pior	O
do	O
que	O
estava	O
não	O
podia	O
ficar	O
,	O
Gaines	B-PESSOA
aproveitou	O
a	O
editora	O
que	O
herdara	O
do	O
pai	O
e	O
lançou	O
os	O
dois	O
títulos	O
no	O
mercado	O
.	O
Nasciam	O
aí	O
os	O
quadrinhos	O
de	O
terror	O
e	O
a	O
lendária	O
EC	B-COISA
Comics	I-COISA
.	O
A	O
publicação	O
bolada	O
por	O
Gaines	B-PESSOA
e	O
Feldstein	B-PESSOA
,	O
batizada	O
com	O
o	O
apropriado	O
título	O
de	O
Tales	B-ABSTRACCAO
From	I-ABSTRACCAO
the	I-ABSTRACCAO
Crypt	I-ABSTRACCAO
,	O
tornou	O
-	O
se	O
um	O
sucesso	O
espetacular	O
entre	O
crianças	O
e	O
adolescentes	O
e	O
motivo	O
de	O
choque	O
para	O
os	O
norte	O
-	O
americanos	O
adultos	O
.	O
Jamais	O
o	O
cidadão	O
comum	O
-	O
classe	O
média	O
,	O
branco	O
,	O
suburbano	O
e	O
fiel	O
defensor	O
do	O
American	B-ABSTRACCAO
Way	I-ABSTRACCAO
of	I-ABSTRACCAO
Life	I-ABSTRACCAO
como	O
o	O
caminho	O
mais	O
curto	O
para	O
o	O
Paraíso	B-ABSTRACCAO
-	O
iria	O
permitir	O
que	O
seus	O
filhos	O
passassem	O
o	O
tempo	O
lendo	O
histórias	O
sobre	O
aberrações	O
,	O
trapaças	O
,	O
assassinatos	O
,	O
bruxaria	O
,	O
exorcismo	O
e	O
magia	O
-	O
negra	O
.	O
O	O
mundo	O
permitido	O
era	O
aquele	O
idealizado	O
nas	O
pinturas	O
de	O
Norman	B-PESSOA
Rockwell	I-PESSOA
,	O
do	O
garoto	O
loiro	O
de	O
cabelo	O
escovinha	O
,	O
das	O
ceias	O
do	B-TEMPO
Dia	I-TEMPO
de	I-TEMPO
Ação	I-TEMPO
de	I-TEMPO
Graças	I-TEMPO
e	O
das	O
bandeirantes	O
de	O
rosto	O
corado	O
.	O
A	O
América	B-PESSOA
mergulhava	O
no	O
sonho	O
da	O
prosperidade	O
capitalista	O
,	O
numa	O
vida	O
melhor	O
através	O
da	O
química	O
e	O
no	O
seu	O
estabelecimento	O
como	O
superpotência	O
econômica	O
e	O
militar	O
.	O
Encarar	O
o	O
lado	O
feio	O
e	O
bizarro	O
da	O
vida	O
não	O
estava	O
nos	O
planos	O
de	O
ninguém	O
.	O
Exceto	O
da	O
molecada	O
,	O
que	O
,	O
dos	O
cafundós	O
do	O
Arkansas	B-LOCAL
ao	O
centro	O
de	O
Nova	B-LOCAL
Iorque	I-LOCAL
,	O
fazia	O
a	O
fortuna	O
de	O
Gaines	B-PESSOA
comprando	O
qualquer	O
coisa	O
que	O
tivesse	O
o	O
selo	O
EC	B-COISA
Comics	I-COISA
estampado	O
na	O
capa	O
.	O
Isso	O
aconteceu	O
porque	O
Bill	B-PESSOA
Gaines	I-PESSOA
criou	O
uma	O
identificação	O
imediata	O
com	O
o	O
público	O
ao	O
se	O
apropriar	O
da	O
linguagem	O
radiofônica	O
-	O
todas	O
as	O
histórias	O
eram	O
apresentadas	O
por	O
um	O
narrador	O
,	O
geralmente	O
o	O
Zelador	B-PESSOA
da	I-PESSOA
Cripta	I-PESSOA
,	O
a	O
Bruxa	B-PESSOA
Velha	I-PESSOA
ou	O
o	O
Guardião	B-PESSOA
da	I-PESSOA
Câmara	I-PESSOA
-	O
e	O
também	O
porque	O
arrebanhou	O
um	O
time	O
de	O
artistas	O
de	O
primeira	O
para	O
atingir	O
,	O
nas	O
páginas	O
da	O
revista	O
,	O
o	O
clima	O
de	O
demência	O
que	O
as	O
histórias	O
pediam	O
.	O
Assim	O
como	O
Will	B-PESSOA
Eisner	I-PESSOA
,	O
os	O
desenhistas	O
Jack	B-PESSOA
Davis	I-PESSOA
,	O
Frank	B-PESSOA
Frazetta	I-PESSOA
,	O
Johnny	B-PESSOA
Craig	I-PESSOA
e	O
Graham	B-PESSOA
"	I-PESSOA
Ghastly	I-PESSOA
"	I-PESSOA
Ingels	I-PESSOA
tinham	O
um	O
traço	O
sombrio	O
e	O
carregado	O
de	O
dramaticidade	O
.	O
Houve	O
também	O
tendência	O
em	O
distorcer	O
certas	O
expressões	O
faciais	O
na	O
tentativa	O
de	O
transpor	O
para	O
o	O
papel	O
a	O
loucura	O
interna	O
de	O
cada	O
personagem	O
.	O
Tales	B-OBRA
From	I-OBRA
The	I-OBRA
Crypt	I-OBRA
impressionava	O
também	O
por	O
sua	O
logomarca	O
ao	O
mostrar	O
a	O
palavra	O
"	O
Crypt	B-ABSTRACCAO
"	O
grafada	O
de	O
tal	O
forma	O
que	O
dava	O
a	O
impressão	O
de	O
estar	O
apodrecendo	O
.	O
O	O
sucesso	O
da	O
EC	B-COISA
Comics	I-COISA
nas	O
bancas	O
,	O
levou	O
Gaines	B-PESSOA
a	O
ampliar	O
sua	O
linha	O
de	O
"	O
produtos	O
"	O
.	O
Na	O
esteira	O
do	O
sucesso	O
de	O
Tales	B-OBRA
From	I-OBRA
The	I-OBRA
Crypt	I-OBRA
,	O
foram	O
lançados	O
The	B-OBRA
Vault	I-OBRA
Of	I-OBRA
Horror	I-OBRA
,	O
Crime	B-OBRA
SuspenStories	I-OBRA
,	O
The	B-OBRA
Haunt	I-OBRA
of	I-OBRA
Fear	I-OBRA
e	O
Shock	B-OBRA
SuspenStories	I-OBRA
.	O
Aproveitando	O
a	O
maré	O
boa	O
,	O
Gaines	B-PESSOA
adaptou	O
as	O
histórias	O
do	O
conhecido	O
autor	O
Ray	B-PESSOA
Bradbury	I-PESSOA
e	O
jogou	O
no	O
mercado	O
Weird	B-OBRA
Science	I-OBRA
e	O
Weird	B-OBRA
Fantasy	I-OBRA
,	O
publicações	O
que	O
misturavam	O
suspense	O
e	O
terror	O
a	O
uma	O
ficção	O
científica	O
um	O
pouco	O
mais	O
pessimista	O
,	O
semelhante	O
a	O
de	O
escritores	O
como	O
Phillip	B-PESSOA
K.Dick	I-PESSOA
e	O
William	B-PESSOA
Gibson	I-PESSOA
.	O
Não	O
contente	O
em	O
se	O
tornar	O
o	O
novo	O
rei	O
dos	O
quadrinhos	O
-	O
desbancado	O
as	O
HQs	B-COISA
de	O
super	O
-	O
hérois	O
,	O
que	O
,	O
depois	O
de	O
Tales	B-OBRA
From	I-OBRA
The	I-OBRA
Crypt	I-OBRA
,	O
entraram	O
em	O
decadência	O
-	O
Gaines	B-PESSOA
aventurou	O
-	O
se	O
pelo	O
campo	O
do	O
humor	O
.	O
Em	B-TEMPO
1952	I-TEMPO
chegava	O
às	O
bancas	O
a	O
MAD	B-COISA
Magazine	I-COISA
,	O
o	O
mais	O
novo	O
empreendimento	O
da	O
EC	B-ORGANIZACAO
Comics	I-ORGANIZACAO
,	O
editada	O
pelo	O
escritor	O
e	O
desenhista	O
Harvey	B-PESSOA
Kurtzman	I-PESSOA
.	O
O	O
grande	O
mérito	O
da	O
MAD	B-COISA
Magazine	I-COISA
trazer	O
para	O
as	O
HQs	B-COISA
um	O
humor	O
anárquico	O
,	O
satírico	O
e	O
,	O
principalmente	O
,	O
judeu	O
.	O
Ainda	O
em	O
sua	O
primeira	O
fase	O
-	O
reconhecidamente	O
a	O
melhor	O
de	O
todas	O
-	O
ela	O
destruiu	O
sem	O
dó	O
nem	O
piedade	O
todo	O
e	O
qualquer	O
ícone	O
da	O
cultura	O
de	O
massa	O
norte	O
-	O
americana	O
.	O
Flash	B-PESSOA
Gordon	I-PESSOA
virou	O
Flesh	B-ABSTRACCAO
Garden	I-ABSTRACCAO
(	O
Jardim	B-ABSTRACCAO
de	I-ABSTRACCAO
Carne	I-ABSTRACCAO
)	O
,	O
um	O
brutamontes	O
com	O
zero	O
de	O
QI	B-OUTRO
,	O
e	O
Batman	B-PESSOA
foi	O
transformando	O
em	O
um	O
anão	O
vampiro	O
que	O
vivia	O
tentando	O
agarrar	O
a	O
Mulher	B-PESSOA
Maravilha	I-PESSOA
.	O
São	O
notáveis	O
também	O
as	O
sátiras	O
feitas	O
ao	O
Superman	B-PESSOA
(	O
Superduperman	B-PESSOA
e	O
a	O
charge	O
Supermarket	B-OUTRO
,	O
sobre	O
um	O
supermercado	O
exclusivo	O
para	O
heróis	O
)	O
e	O
as	O
adaptações	O
de	O
contos	O
de	O
fadas	O
,	O
todas	O
elas	O
temperadas	O
por	O
uma	O
certa	O
dosa	O
de	O
perversão	O
sexual	O
.	O
A	O
MAD	B-COISA
merece	O
ainda	O
um	O
capítulo	O
à	O
parte	O
sobre	O
sua	O
produção	O
gráfica	O
,	O
pois	O
foi	O
nela	O
que	O
floresceu	O
o	O
talento	O
de	O
Wallace	B-PESSOA
Wood	I-PESSOA
;	O
Basil	B-PESSOA
Wolverton	I-PESSOA
,	O
especialista	O
em	O
desenhar	O
monstros	O
deformados	O
,	O
e	O
Bill	B-PESSOA
Elder	I-PESSOA
,	O
os	O
responsáveis	O
pela	O
"	O
cara	O
"	O
da	O
fase	O
clássica	O
da	O
revista	O
.	O
Para	O
se	O
ter	O
uma	O
idéia	O
de	O
como	O
a	O
coisa	O
era	O
pesada	O
para	O
época	O
,	O
o	O
slogan	O
da	O
MAD	B-COISA
era	O
uma	O
provocação	O
absurda	O
:	O
"	O
MAD	O
Magazine	O
:	O
Humor	O
In	O
a	O
Jugular	O
Vein	O
!	O
!	O
"	O
,	O
frase	O
que	O
,	O
nos	O
anúncios	O
da	O
revista	O
,	O
aparecia	O
escrita	O
sob	O
uma	O
Monalisa	B-OBRA
deformada	O
criada	O
por	O
Basil	B-PESSOA
Wolverton	I-PESSOA
.	O
A	O
festa	O
duraria	O
pouco	O
e	O
,	O
logo	O
,	O
a	B-TEMPO
década	I-TEMPO
de	I-TEMPO
50	I-TEMPO
seria	O
conhecida	O
como	O
um	O
dos	O
períodos	O
mais	O
sem	O
-	O
graça	O
da	O
história	O
das	O
HQs	B-COISA
.	O
Apesar	O
de	O
algumas	O
coisas	O
maravilhosas	O
,	O
como	O
Pogo	B-OBRA
,	O
de	O
Walt	B-PESSOA
Kelly	I-PESSOA
,	O
e	O
Ferdinando	B-OBRA
,	O
as	O
histórias	O
em	O
quadrinhos	O
sofreram	O
um	O
duro	O
golpe	O
com	O
o	O
surgimento	O
do	O
macarthismo	O
,	O
da	O
paranóia	O
anti	O
-	O
comunista	O
e	O
com	O
a	O
publicação	O
de	O
A	B-OBRA
Seducao	I-OBRA
dos	I-OBRA
Inocentes	I-OBRA
-	O
livro	O
do	O
psiquiatra	O
Frederic	B-PESSOA
Werthan	I-PESSOA
sobre	O
os	O
"	O
malefícios	O
"	O
das	O
HQs	B-COISA
.	O
Entre	O
outras	O
coisas	O
,	O
Dr	B-PESSOA
.	I-PESSOA
Werthan	I-PESSOA
,	O
"	O
provava	O
"	O
que	O
Batman	B-PESSOA
e	O
Robin	B-PESSOA
mantinham	O
um	O
ardoroso	O
caso	O
homossexual	O
:	O
"	O
Constantemente	B-TEMPO
eles	O
se	O
salvam	O
um	O
ao	O
outro	O
de	O
ataques	O
violentos	O
de	O
um	O
número	O
sem	O
-	O
fim	O
de	O
inimigos	O
.	O
Transmite	O
-	O
se	O
a	O
sensação	O
de	O
que	O
nós	O
,	O
homens	O
,	O
devemos	O
nos	O
manter	O
juntos	O
porque	O
há	O
muitas	O
criaturas	O
malvadas	O
que	O
têm	O
que	O
ser	O
exterminadas	O
...	O
Às	B-TEMPO
vezes	I-TEMPO
,	O
Batman	B-PESSOA
acaba	O
numa	O
cama	O
,	O
ferido	O
,	O
e	O
mostra	O
-	O
se	O
o	O
jovem	O
Robin	B-PESSOA
sentado	O
ao	O
seu	O
lado	O
.	O
Em	O
casa	O
,	O
levam	O
uma	O
vida	O
idílica	O
.	O
São	O
Bruce	B-PESSOA
Wayne	I-PESSOA
e	O
Dick	B-PESSOA
Grayson	I-PESSOA
.	O
Bruce	B-PESSOA
é	O
descrito	O
como	O
um	O
grã	O
-	O
fino	O
e	O
o	O
relacionamento	O
oficial	O
é	O
que	O
Dick	B-PESSOA
é	O
pupilo	O
de	O
Bruce	B-PESSOA
.	O
Vivem	O
em	O
aposentos	O
suntuosos	O
com	O
lindas	O
flores	O
em	O
grandes	O
vasos	O
...	O
Batman	B-PESSOA
é	O
,	O
às	B-TEMPO
vezes	I-TEMPO
,	O
mostrado	O
num	O
robe	O
de	O
chambre	O
...	O
é	O
como	O
um	O
sonho	O
de	O
dois	O
homossexuais	O
vivendo	O
juntos	O
"	O
.	O
Dr	B-PESSOA
.	I-PESSOA
Frederick	I-PESSOA
Werthan	I-PESSOA
-	O
The	B-OBRA
Seduction	I-OBRA
of	I-OBRA
the	I-OBRA
Inocents	I-OBRA
Impelido	O
pela	O
caça	O
às	O
bruxas	O
do	O
Senador	B-PESSOA
Joseph	I-PESSOA
MacCarthy	I-PESSOA
-	O
cujo	O
alvo	O
foi	O
,	O
principalmente	O
,	O
atores	O
,	O
roteiristas	O
e	O
diretores	O
de	O
Hollywood	B-LOCAL
acusados	O
de	O
comunismo	O
-	O
e	O
o	O
livro	O
do	O
Dr	B-PESSOA
.	I-PESSOA
Werthan	I-PESSOA
,	O
o	O
governo	O
norte	O
-	O
americano	O
tentou	O
acabar	O
com	O
todo	O
o	O
tipo	O
de	O
publicação	O
cujo	O
conteúdo	O
fosse	O
considerado	O
"	O
imoral	O
"	O
ou	O
"	O
impróprio	O
"	O
.	O
A	O
primeira	O
a	O
dançar	O
foi	O
a	O
EC	B-COISA
Comics	I-COISA
.	O
Todos	O
seus	O
títulos	O
foram	O
proibidos	O
e	O
a	O
MAD	B-COISA
passou	O
a	O
pegar	O
menos	O
pesado	O
em	O
suas	O
sátiras	O
e	O
mudou	O
de	O
formato	O
para	O
poder	O
continuar	O
nas	O
bancas	O
.	O
Outro	O
caso	O
célebre	O
foi	O
a	O
perseguição	O
que	O
o	O
criador	O
de	O
Ferdinando	B-PESSOA
,	O
All	B-PESSOA
Capp	I-PESSOA
,	O
sofreu	O
por	O
causa	O
de	O
uma	O
história	O
sobre	O
os	O
schmoos	O
,	O
um	O
bichinho	O
fictício	O
semelhante	O
a	O
uma	O
foca	O
que	O
se	O
proliferava	O
à	O
velocidade	O
da	O
luz	O
e	O
tinha	O
uma	O
carne	O
deliciosa	O
,	O
além	O
de	O
dar	O
leite	O
e	O
pôr	O
ovos	O
.	O
Na	O
história	O
,	O
os	O
Estados	B-PESSOA
Unidos	I-PESSOA
entram	O
em	O
polvorosa	O
porque	O
ninguém	O
mais	O
queria	O
trabalhar	O
,	O
já	O
que	O
todo	O
mundo	O
tinha	O
um	O
schmoo	O
em	O
casa	O
e	O
não	O
passava	O
mais	O
fome	O
.	O
Por	O
isso	O
,	O
o	O
schmoos	O
foram	O
considerados	O
pelo	O
governo	O
como	O
uma	O
apologia	O
ao	O
comunismo	O
e	O
All	B-PESSOA
Capp	I-PESSOA
teve	O
que	O
tirá	O
-	O
los	O
das	O
aventuras	O
de	O
Ferdinando	B-PESSOA
.	O
O	O
resultado	O
mais	O
triste	O
da	O
paranóia	O
do	O
Senador	B-PESSOA
MacCarthy	I-PESSOA
e	O
do	O
chefe	B-PESSOA
do	I-PESSOA
FBI	I-PESSOA
,	O
J	B-PESSOA
Edgar	I-PESSOA
Hoover	I-PESSOA
,	O
foi	O
a	O
criação	O
do	O
Comics	B-COISA
Code	I-COISA
,	O
aquele	O
selinho	O
encontrado	O
em	O
todas	O
as	O
revistas	O
comercializadas	O
nos	O
EUA	B-LOCAL
.	O
Sem	O
ele	O
,	O
as	O
publicações	O
de	O
quadrinhos	O
não	O
poderiam	O
ser	O
vendidas	O
,	O
o	O
que	O
levou	O
as	O
editoras	O
a	O
implantar	O
a	O
censura	O
interna	O
,	O
acabando	O
assim	O
com	O
a	O
liberdade	O
de	O
criação	O
de	O
seus	O
artistas	O
.	O
Apesar	O
de	O
algumas	O
coisas	O
legais	O
aqui	O
e	O
ali	O
,	O
as	O
HQs	B-COISA
só	O
saíram	O
do	O
marasmo	O
no	B-TEMPO
começo	I-TEMPO
dos	I-TEMPO
anos	I-TEMPO
60	I-TEMPO
após	O
o	O
surgimento	O
da	O
literatura	O
beat	O
e	O
das	O
primeiras	O
manifestações	O
da	O
contracultura	O
.	O
Criado	O
em	O
São	B-LOCAL
Francisco	I-LOCAL
,	O
o	O
movimento	O
dos	O
Comix	B-PESSOA
deu	O
um	O
novo	O
impulso	O
criativo	O
aos	O
quadrinhos	O
.	O
Primeiro	O
porque	O
seus	O
integrantes	O
estavam	O
num	O
desbunde	O
total	O
e	O
não	O
estavam	O
nem	O
aí	O
para	O
a	O
rígida	O
moral	O
norte	O
-	O
americana	O
.	O
Segundo	O
porque	O
as	O
revistas	O
dos	O
Comix	B-ORGANIZACAO
não	O
eram	O
vendidas	O
em	O
bancas	O
e	O
sim	O
em	O
lojinhas	O
hippies	O
,	O
cujos	O
donos	O
não	O
queriam	O
nem	O
saber	O
se	O
as	O
ditas	O
-	O
cujas	O
tinham	O
ou	O
não	O
o	O
famigerado	O
Comics	B-COISA
Code	I-COISA
Aproval	I-COISA
.	O
É	O
um	O
período	O
marcado	O
pela	O
negação	O
à	O
linguagem	O
formal	O
das	O
HQs	B-COISA
.	O
Nos	O
comix	O
,	O
por	B-TEMPO
muitas	I-TEMPO
vezes	I-TEMPO
não	O
havia	O
uma	O
seqüência	O
lógica	O
na	O
narrativa	O
.	O
Uma	O
historia	O
poderia	O
ser	O
interrompida	O
para	O
dar	O
vazão	O
a	O
algum	O
experimentalismo	O
gráfico	O
ou	O
não	O
ter	O
exatamente	O
um	O
roteiro	O
.	O
Poderiam	O
ainda	O
ser	O
ácidas	O
e	O
demolidoras	O
-	O
como	O
as	O
notórias	O
edições	O
de	O
Air	B-OBRA
Pirates	I-OBRA
,	O
de	O
Dan	B-PESSOA
O'Neil	I-PESSOA
e	O
Ted	B-PESSOA
Richards	I-PESSOA
,	O
nas	O
quais	O
Mickey	B-PESSOA
e	O
Minie	B-PESSOA
Mouse	I-PESSOA
apareciam	O
fazendo	O
toda	O
espécie	O
de	O
loucuras	O
sexuais	O
-	O
ou	O
simplesmente	O
desagradáveis	O
,	O
principalmente	O
em	O
alguns	O
momentos	O
mais	O
escatológicos	O
da	O
Zap	B-OBRA
Comix	I-OBRA
,	O
a	O
primeira	O
publicação	O
underground	O
do	O
planeta	O
.	O
Entre	O
os	O
nomes	O
do	O
quadrinho	O
underground	O
,	O
destacam	O
-	O
se	O
Robert	B-PESSOA
Crumb	I-PESSOA
,	O
Gilbert	B-PESSOA
Shelton	I-PESSOA
,	O
Robert	B-PESSOA
Williams	I-PESSOA
,	O
Skip	B-PESSOA
Williamson	I-PESSOA
e	O
Ricky	B-PESSOA
Griffin	I-PESSOA
,	O
litografista	O
que	O
fez	O
a	O
cabeça	O
de	O
toda	O
uma	O
geração	O
com	O
sua	O
arte	O
psicodélica	O
e	O
posters	O
de	O
Carlos	B-PESSOA
Santana	I-PESSOA
,	O
The	B-PESSOA
Doors	I-PESSOA
e	O
Gratefull	B-PESSOA
Dead	I-PESSOA
.	O
Os	O
comix	O
atraíram	O
também	O
uma	O
parcela	O
considerável	O
de	O
artistas	O
da	O
velha	O
guarda	O
.	O
Cansado	O
da	O
censura	O
do	O
Comics	B-ABSTRACCAO
Code	I-ABSTRACCAO
e	O
empolgado	O
com	O
o	O
movimento	O
,	O
Will	B-PESSOA
Eisner	I-PESSOA
lança	O
um	O
gênero	O
inédito	O
:	O
as	O
novelas	O
gráficas	O
(	O
Um	B-OBRA
Contrato	I-OBRA
com	I-OBRA
Deus	I-OBRA
e	O
O	B-OBRA
Edifício	I-OBRA
)	O
,	O
uma	O
mistura	O
de	O
literatura	O
e	O
quadrinhos	O
com	O
uma	O
linguagem	O
mais	O
madura	O
e	O
bem	O
mais	O
experimental	O
do	O
que	O
a	O
usada	O
na	O
HQ	B-COISA
tradicional	O
.	O
Outro	O
veterano	O
a	O
pedir	O
uma	O
vaga	O
no	O
porão	O
do	O
quadrinho	O
underground	O
foi	O
Harvey	B-PESSOA
Kurtzman	I-PESSOA
.	O
À	O
margem	O
da	O
indústria	O
desde	O
a	O
instituição	O
do	O
Comics	B-ABSTRACCAO
Code	I-ABSTRACCAO
,	O
ele	O
voltou	O
à	O
cena	O
com	O
a	O
revista	O
Help	B-COISA
,	O
uma	O
versão	O
ainda	O
mais	O
pirada	O
da	O
MAD	B-COISA
Magazine	I-COISA
.	O
Junto	O
com	O
ele	O
vieram	O
os	O
bons	O
companheiros	O
de	O
EC	B-ORGANIZACAO
Comics	I-ORGANIZACAO
Bill	B-PESSOA
Elder	I-PESSOA
e	O
Wallace	B-PESSOA
Wood	I-PESSOA
,	O
que	O
,	O
nesse	B-TEMPO
período	I-TEMPO
,	O
deu	O
ao	O
mundo	O
a	O
memorável	O
My	B-OBRA
World	I-OBRA
,	O
uma	O
fábula	O
pessoal	O
sobre	O
a	O
decadência	O
moral	O
dos	O
Estados	B-PESSOA
Unidos	I-PESSOA
.	O
Reino	B-ORGANIZACAO
Unido	I-ORGANIZACAO
quer	O
proibir	O
Tintim	B-OBRA
12/Julho/2007	B-TEMPO
·	O
182	B-VALOR
Comentários	O
A	O
Comissão	B-ORGANIZACAO
pela	I-ORGANIZACAO
Igualdade	I-ORGANIZACAO
Racial	I-ORGANIZACAO
,	O
do	O
governo	O
britânico	O
,	O
pediu	O
que	O
as	O
livrarias	O
interrompam	O
a	O
venda	O
de	O
Tintim	B-OBRA
na	I-OBRA
